f,t,cmd_vel,x,y,z,roll,pitch,yaw,wheel_mean,e,edot_f,tau_pd_raw,tau,qL,qR,wvFL,wvRL,wvFR,wvRR
0,0.0,0.5,19.967,-0.002,0.4468,0.1,-1.15,0.02,0.026,0.0002,0.0,-0.0,0.0,0.00364,0.00406,0.02,0.03,0.03,0.02
1,0.0167,0.507,19.967,-0.002,0.4469,0.1,-1.15,0.02,0.262,-0.00043,0.0,0.0,0.0,0.00332,0.00376,0.39,0.18,0.25,0.23
2,0.0333,0.514,19.968,-0.002,0.4469,0.1,-1.15,0.02,0.289,-0.00172,0.0,0.0,0.0,0.00267,0.00311,0.31,0.26,0.31,0.28
3,0.05,0.522,19.969,-0.001,0.447,0.1,-1.15,0.02,0.345,-0.00313,-0.00798,0.0,0.0,0.00197,0.00241,0.35,0.32,0.37,0.34
4,0.0667,0.529,19.969,-0.001,0.4471,0.09,-1.15,0.02,0.36,-0.00456,-0.01558,0.0,0.0,0.00125,0.00169,0.32,0.34,0.39,0.38
5,0.0833,0.536,19.97,-0.001,0.4472,0.09,-1.15,0.02,0.39,-0.006,-0.02263,0.0,0.0,0.00054,0.00097,0.39,0.35,0.41,0.4
6,0.1,0.543,19.971,-0.0,0.4473,0.09,-1.15,0.02,0.397,-0.00744,-0.02908,0.0,0.0,-0.00019,0.00025,0.41,0.37,0.4,0.41
7,0.1167,0.551,19.972,-0.0,0.4474,0.09,-1.15,0.02,0.399,-0.00888,-0.03492,0.0,0.0,-0.0009,-0.00047,0.41,0.38,0.39,0.41
8,0.1333,0.558,19.973,0.0,0.4475,0.08,-1.15,0.02,0.403,-0.01029,-0.04088,0.0,0.0,-0.00161,-0.00117,0.41,0.35,0.4,0.45
9,0.15,0.565,19.974,0.0,0.4476,0.08,-1.15,0.02,0.477,-0.01138,-0.0459,0.0,0.0,-0.00216,-0.00171,0.44,0.39,0.6,0.48
10,0.1667,0.572,19.975,0.0,0.4477,0.08,-1.15,0.02,0.482,-0.01144,-0.04894,0.0,0.0,-0.0022,-0.00173,0.42,0.37,0.6,0.53
11,0.1833,0.579,19.976,0.0,0.4478,0.08,-1.15,0.02,0.477,-0.01144,-0.05014,0.0,0.0,-0.00219,-0.00174,0.47,0.42,0.55,0.47
12,0.2,0.587,19.977,0.0,0.4479,0.07,-1.15,0.02,0.496,-0.01153,-0.04981,0.0,0.0,-0.00223,-0.00179,0.51,0.46,0.47,0.54
13,0.2167,0.594,19.978,0.001,0.4481,0.07,-1.15,0.02,0.531,-0.01167,-0.04818,0.0,0.0,-0.00231,-0.00186,0.53,0.51,0.57,0.51
14,0.2333,0.601,19.979,0.001,0.4482,0.07,-1.15,0.02,0.482,-0.01186,-0.04547,0.0,0.0,-0.0024,-0.00196,0.5,0.47,0.48,0.48
15,0.25,0.608,19.98,0.001,0.4483,0.06,-1.15,0.02,0.519,-0.01209,-0.04186,0.0,0.0,-0.00254,-0.00204,0.49,0.5,0.56,0.53
16,0.2667,0.616,19.981,0.001,0.4484,0.06,-1.15,0.02,0.53,-0.01231,-0.0378,0.0,0.0,-0.00264,-0.00216,0.52,0.51,0.55,0.53
17,0.2833,0.623,19.982,0.001,0.4485,0.06,-1.15,0.02,0.546,-0.01239,-0.03425,0.0,0.0,-0.00269,-0.0022,0.52,0.56,0.55,0.55
18,0.3,0.63,19.984,0.001,0.4486,0.06,-1.15,0.02,0.542,-0.01253,-0.03126,0.0,0.0,-0.00276,-0.00227,0.55,0.55,0.49,0.58
19,0.3167,0.637,19.985,0.001,0.4487,0.05,-1.15,0.02,0.564,-0.01276,-0.02878,0.0,0.0,-0.00289,-0.00237,0.56,0.52,0.62,0.57
20,0.3333,0.644,19.986,0.001,0.4487,0.05,-1.15,0.02,0.571,-0.01295,-0.02664,0.0,0.0,-0.00298,-0.00246,0.6,0.55,0.56,0.58
21,0.35,0.652,19.988,0.001,0.4488,0.05,-1.15,0.02,0.64,-0.0135,-0.02513,0.0,0.0,-0.00327,-0.00273,0.77,0.59,0.6,0.6
22,0.3667,0.659,19.989,0.001,0.4488,0.04,-1.15,0.02,0.587,-0.01361,-0.02368,0.0,0.0,-0.00332,-0.00279,0.71,0.49,0.54,0.6
23,0.3833,0.666,19.99,0.001,0.4489,0.04,-1.15,0.02,0.601,-0.01311,-0.02167,0.0,0.0,-0.00305,-0.00256,0.61,0.6,0.6,0.59
24,0.4,0.673,19.992,0.001,0.4489,0.04,-1.15,0.02,0.608,-0.0125,-0.01918,0.0,0.0,-0.00272,-0.00227,0.69,0.55,0.55,0.64
25,0.4167,0.681,19.993,0.001,0.449,0.04,-1.15,0.02,0.596,-0.0117,-0.01602,0.0,0.0,-0.00231,-0.00189,0.65,0.64,0.53,0.57
26,0.4333,0.688,19.995,0.001,0.449,0.04,-1.15,0.02,0.654,-0.01102,-0.01231,0.0,0.0,-0.00195,-0.00156,0.64,0.71,0.66,0.61
27,0.45,0.695,19.996,0.001,0.449,0.04,-1.15,0.02,0.644,-0.01033,-0.00814,0.0,0.0,-0.00159,-0.00124,0.67,0.72,0.55,0.64
28,0.4667,0.702,19.998,0.0,0.449,0.04,-1.15,0.02,0.659,-0.00968,-0.00323,0.0,0.0,-0.00123,-0.00095,0.65,0.67,0.65,0.66
29,0.4833,0.709,19.999,0.0,0.449,0.04,-1.15,0.02,0.683,-0.009,0.00191,0.0,0.0,-0.00086,-0.00064,0.66,0.7,0.7,0.68
30,0.5,0.717,20.001,0.0,0.449,0.04,-1.15,0.02,0.684,-0.00839,0.00654,0.0,0.0,-0.00055,-0.00033,0.7,0.67,0.67,0.7
31,0.5167,0.724,20.003,0.0,0.4489,0.04,-1.15,0.02,0.662,-0.0077,0.01069,0.0,0.0,-0.00019,0.0,0.71,0.5,0.72,0.72
32,0.5333,0.731,20.005,-0.0,0.4488,0.04,-1.15,0.02,0.746,-0.00698,0.01426,0.0,0.0,0.00018,0.00034,0.72,0.83,0.72,0.71
33,0.55,0.738,20.006,-0.0,0.4487,0.03,-1.15,0.02,0.677,-0.00635,0.01736,0.0,0.0,0.0005,0.00066,0.73,0.58,0.72,0.69
34,0.5667,0.746,20.008,-0.001,0.4487,0.03,-1.14,0.02,0.722,-0.00394,0.02184,0.0,0.0,0.0017,0.00187,0.88,0.66,0.67,0.69
35,0.5833,0.753,20.01,-0.001,0.4486,0.01,-1.14,0.02,0.676,-0.0009,0.02825,0.0,0.0,0.00322,0.00339,0.55,0.72,0.71,0.74
36,0.6,0.76,20.012,-0.002,0.4485,-0.0,-1.14,0.02,0.708,0.00219,0.03637,-0.0,-0.0,0.00476,0.00493,0.73,0.61,0.75,0.75
37,0.6167,0.767,20.013,-0.002,0.4483,-0.02,-1.14,0.02,0.799,0.00529,0.04607,-0.0,-0.0,0.00631,0.00648,0.81,0.8,0.83,0.75
38,0.6333,0.774,20.015,-0.002,0.4482,-0.03,-1.14,0.02,0.769,0.0083,0.05699,-0.0,-0.0,0.00781,0.008,0.82,0.73,0.77,0.77
39,0.65,0.782,20.017,-0.003,0.448,-0.05,-1.13,0.02,0.82,0.01122,0.06887,-0.0,-0.0,0.00926,0.00947,0.82,0.8,0.84,0.81
40,0.6667,0.789,20.019,-0.003,0.4478,-0.07,-1.13,0.02,0.875,0.01365,0.08118,-0.0,-0.0,0.01046,0.01069,0.87,0.83,1.02,0.78
41,0.6833,0.796,20.021,-0.003,0.4478,-0.06,-1.14,0.04,0.693,0.01453,0.09044,-0.0,-0.0,0.01054,0.0115,0.65,0.68,0.74,0.69
42,0.7,0.803,20.023,-0.004,0.4479,-0.05,-1.15,0.06,0.711,0.01535,0.09629,-0.0,-0.0,0.01049,0.01236,0.84,0.68,0.72,0.6
43,0.7167,0.811,20.024,-0.004,0.448,-0.01,-1.15,0.07,0.707,0.01584,0.09878,-0.0,-0.0,0.01061,0.01273,0.81,0.71,0.63,0.68
44,0.7333,0.818,20.026,-0.005,0.4481,0.04,-1.15,0.08,0.742,0.01661,0.09858,-0.0,-0.0,0.01081,0.01331,0.79,0.75,0.73,0.7
45,0.75,0.825,20.027,-0.005,0.4483,0.05,-1.15,0.08,0.689,0.01714,0.09584,-0.0,-0.0,0.01107,0.01358,0.66,0.75,0.7,0.64
46,0.7667,0.832,20.029,-0.005,0.4485,0.05,-1.15,0.08,0.736,0.01657,0.08984,-0.0,-0.0,0.01079,0.01328,0.85,0.74,0.71,0.65
47,0.7833,0.839,20.031,-0.005,0.4487,0.06,-1.15,0.08,0.722,0.01552,0.08098,-0.0,-0.0,0.01026,0.01276,0.72,0.75,0.72,0.7
48,0.8,0.847,20.032,-0.004,0.4489,0.06,-1.15,0.08,0.779,0.01435,0.07107,-0.0,-0.0,0.00969,0.01217,0.74,0.69,0.96,0.72
49,0.8167,0.854,20.034,-0.004,0.4491,0.06,-1.15,0.08,0.823,0.01317,0.0603,-0.0,-0.0,0.00909,0.01159,0.71,0.63,1.15,0.8
50,0.8333,0.861,20.036,-0.004,0.4493,0.06,-1.15,0.08,0.75,0.012,0.04911,-0.0,-0.0,0.00851,0.01099,0.8,0.77,0.67,0.76
51,0.85,0.868,20.037,-0.004,0.4494,0.06,-1.15,0.08,0.734,0.01072,0.03716,-0.0,-0.0,0.00787,0.01035,0.78,0.76,0.68,0.71
52,0.8667,0.876,20.039,-0.003,0.4495,0.06,-1.15,0.08,0.749,0.00944,0.02479,-0.0,-0.0,0.00724,0.00971,0.79,0.7,0.72,0.78
53,0.8833,0.883,20.041,-0.003,0.4496,0.06,-1.15,0.08,0.763,0.00815,0.01316,-0.0,-0.0,0.0066,0.00906,0.82,0.8,0.66,0.77
54,0.9,0.89,20.043,-0.003,0.4497,0.06,-1.15,0.08,0.8,0.00688,0.00269,-0.0,-0.0,0.00597,0.00841,0.83,0.82,0.76,0.79
55,0.9167,0.897,20.045,-0.003,0.4498,0.06,-1.15,0.08,0.753,0.00558,-0.00664,0.0,0.0,0.00531,0.00778,0.8,0.69,0.74,0.78
56,0.9333,0.904,20.047,-0.002,0.4498,0.06,-1.15,0.08,0.774,0.00431,-0.01496,0.0,0.0,0.00467,0.00715,0.67,0.81,0.8,0.81
57,0.95,0.912,20.049,-0.002,0.4498,0.07,-1.15,0.08,0.773,0.00303,-0.02238,0.0,0.0,0.00404,0.00649,0.88,0.52,0.86,0.84
58,0.9667,0.919,20.051,-0.002,0.4498,0.07,-1.15,0.08,0.868,0.00176,-0.02891,0.0,0.0,0.0034,0.00586,0.88,0.89,0.84,0.85
59,0.9833,0.926,20.053,-0.002,0.4497,0.07,-1.15,0.09,0.894,0.00053,-0.03462,0.0,0.0,0.00279,0.00524,0.9,0.89,0.9,0.88
60,1.0,0.933,20.055,-0.001,0.4496,0.07,-1.15,0.08,0.914,-0.00087,-0.03974,0.0,0.0,0.0021,0.00454,0.91,0.92,0.94,0.9
61,1.0167,0.941,20.057,-0.001,0.4495,0.07,-1.15,0.09,0.922,-0.00222,-0.04433,0.0,0.0,0.00142,0.00387,0.92,0.9,0.97,0.9
62,1.0333,0.948,20.059,-0.001,0.4493,0.07,-1.15,0.09,1.017,-0.00353,-0.04838,0.0,0.0,0.00075,0.00322,1.08,1.13,0.92,0.93
63,1.05,0.955,20.062,-0.0,0.4492,0.07,-1.15,0.09,0.951,-0.00486,-0.05201,0.0,0.0,7e-05,0.00257,0.96,0.96,0.91,0.97
64,1.0667,0.962,20.064,-0.0,0.4489,0.07,-1.15,0.09,0.932,-0.00617,-0.05523,0.0,0.0,-0.00058,0.00191,0.93,0.83,0.97,0.99
65,1.0833,0.969,20.067,-0.0,0.4487,0.07,-1.15,0.09,0.962,-0.00614,-0.05673,0.0,0.0,-0.00057,0.00194,1.12,0.75,0.98,0.99
66,1.1,0.977,20.069,-0.0,0.4484,0.07,-1.15,0.09,1.022,-0.00547,-0.05609,0.0,0.0,-0.00029,0.00233,0.97,1.07,1.01,1.04
67,1.1167,0.984,20.072,-0.001,0.4481,0.07,-1.15,0.1,1.003,-0.00459,-0.05319,0.0,0.0,7e-05,0.00285,1.02,0.97,0.92,1.1
68,1.1333,0.991,20.074,-0.001,0.4477,0.07,-1.15,0.1,1.056,-0.00373,-0.04836,0.0,0.0,0.00042,0.00335,1.15,1.04,0.89,1.14
69,1.15,0.998,20.077,-0.001,0.4473,0.08,-1.15,0.1,1.033,-0.00277,-0.04177,0.0,0.0,0.00084,0.00389,1.08,1.0,0.9,1.15
70,1.1667,1.006,20.08,-0.001,0.447,0.11,-1.16,0.1,0.943,-0.00278,-0.03462,0.0,0.0,0.00084,0.00388,1.13,1.12,0.81,0.71
71,1.1833,1.013,20.081,-0.001,0.4474,0.1,-1.16,0.1,0.888,-0.00293,-0.02714,0.0,0.0,0.00076,0.00382,0.92,0.91,0.89,0.82
72,1.2,1.02,20.083,-0.001,0.4477,0.1,-1.16,0.1,0.881,-0.00382,-0.02149,0.0,0.0,0.00032,0.00336,0.89,0.88,0.88,0.87
73,1.2167,1.027,20.085,-0.001,0.4479,0.1,-1.15,0.1,0.925,-0.00504,-0.01847,0.0,0.0,-0.00028,0.00275,0.92,0.92,0.94,0.92
74,1.2333,1.034,20.088,-0.0,0.4482,0.09,-1.15,0.1,0.976,-0.00635,-0.01807,0.0,0.0,-0.00094,0.00209,0.9,0.88,1.18,0.94
75,1.25,1.042,20.09,-0.0,0.4484,0.09,-1.16,0.1,0.905,-0.00761,-0.01989,0.0,0.0,-0.00157,0.00147,0.93,0.92,0.85,0.92
76,1.2667,1.049,20.092,0.0,0.4486,0.08,-1.16,0.1,0.913,-0.009,-0.02392,0.0,0.0,-0.00226,0.00076,0.89,0.92,0.95,0.89
77,1.2833,1.056,20.094,0.001,0.4488,0.08,-1.15,0.1,0.933,-0.01037,-0.02886,0.0,0.0,-0.00294,8e-05,0.92,0.96,0.9,0.94
78,1.3,1.063,20.096,0.001,0.449,0.08,-1.15,0.1,0.966,-0.011,-0.03369,0.0,0.0,-0.00326,-0.00024,0.97,0.94,0.98,0.98
79,1.3167,1.071,20.098,0.001,0.4491,0.07,-1.15,0.1,1.017,-0.011,-0.03703,0.0,0.0,-0.00327,-0.00022,0.98,1.06,1.03,1.0
80,1.3333,1.078,20.101,0.001,0.4492,0.07,-1.15,0.1,1.004,-0.01088,-0.03859,0.0,0.0,-0.00322,-0.00016,1.0,1.01,1.02,0.98
81,1.35,1.085,20.103,0.001,0.4493,0.07,-1.15,0.1,0.988,-0.01088,-0.03862,0.0,0.0,-0.0032,-0.00017,1.17,0.79,1.03,0.97
82,1.3667,1.092,20.105,0.001,0.4494,0.07,-1.15,0.1,0.962,-0.01026,-0.03671,0.0,0.0,-0.00288,0.00013,1.06,0.79,1.01,0.99
83,1.3833,1.099,20.108,0.001,0.4495,0.07,-1.15,0.1,1.095,-0.00978,-0.0331,0.0,0.0,-0.00263,0.00036,1.01,1.17,1.19,1.01
84,1.4,1.107,20.11,0.001,0.4495,0.07,-1.15,0.1,1.042,-0.00925,-0.02798,0.0,0.0,-0.00238,0.00064,1.07,1.07,1.03,1.0
85,1.4167,1.114,20.113,0.0,0.4494,0.07,-1.15,0.1,1.054,-0.00863,-0.02218,0.0,0.0,-0.00203,0.0009,1.03,1.07,1.1,1.02
86,1.4333,1.121,20.115,0.0,0.4494,0.07,-1.15,0.1,1.087,-0.00809,-0.01653,0.0,0.0,-0.00171,0.00112,1.06,1.08,1.14,1.07
87,1.45,1.128,20.118,0.0,0.4492,0.07,-1.15,0.1,1.154,-0.00755,-0.01112,0.0,0.0,-0.00143,0.00138,1.1,1.23,1.19,1.1
88,1.4667,1.136,20.12,0.0,0.449,0.07,-1.15,0.1,1.143,-0.00692,-0.00572,0.0,0.0,-0.00108,0.00167,1.09,1.16,1.18,1.14
89,1.4833,1.143,20.123,0.0,0.4488,0.07,-1.15,0.1,1.145,-0.0063,-0.00096,0.0,0.0,-0.00077,0.00198,1.14,1.11,1.16,1.16
90,1.5,1.15,20.126,-0.0,0.4485,0.07,-1.15,0.1,1.18,-0.00568,0.00337,0.0,0.0,-0.00046,0.00228,1.19,1.12,1.19,1.22
91,1.5167,1.157,20.129,-0.0,0.4481,0.07,-1.15,0.1,1.236,-0.00502,0.00732,0.0,0.0,-0.00011,0.0026,1.34,1.17,1.2,1.23
92,1.5333,1.164,20.132,-0.0,0.4476,0.07,-1.15,0.09,1.217,-0.00429,0.01091,0.0,0.0,0.00027,0.00294,1.19,1.22,1.23,1.23
93,1.55,1.172,20.135,-0.0,0.4471,0.06,-1.16,0.09,1.235,-0.00324,0.01459,0.0,0.0,0.00081,0.00346,1.26,1.17,1.35,1.16
94,1.5667,1.179,20.138,-0.0,0.4474,0.04,-1.16,0.09,1.015,-0.00379,0.01671,0.0,0.0,0.00053,0.00319,0.99,1.04,1.02,1.01
95,1.5833,1.186,20.14,0.0,0.4477,0.04,-1.16,0.09,1.071,-0.00558,0.01609,0.0,0.0,-0.0004,0.00233,1.25,1.0,1.0,1.04
96,1.6,1.193,20.142,0.0,0.4481,0.04,-1.15,0.09,1.038,-0.00604,0.01442,0.0,0.0,-0.00063,0.00209,1.05,1.05,1.04,1.01
97,1.6167,1.201,20.145,0.0,0.4484,0.04,-1.15,0.09,1.174,-0.0058,0.01256,0.0,0.0,-0.00051,0.00221,1.08,1.06,1.48,1.07
98,1.6333,1.208,20.147,0.0,0.4487,0.05,-1.15,0.09,1.075,-0.00608,0.00996,0.0,0.0,-0.00064,0.00207,1.06,1.05,1.14,1.04
99,1.65,1.215,20.15,0.0,0.449,0.05,-1.15,0.09,1.115,-0.00628,0.00672,0.0,0.0,-0.00074,0.00197,1.19,1.1,1.08,1.09
100,1.6667,1.222,20.152,0.0,0.4492,0.05,-1.15,0.09,1.175,-0.00643,0.00264,0.0,0.0,-0.00081,0.00189,1.3,1.15,1.15,1.1
101,1.6833,1.229,20.155,0.0,0.4493,0.05,-1.15,0.09,1.138,-0.00658,-0.00055,0.0,0.0,-0.00088,0.00181,1.12,1.12,1.18,1.13
102,1.7,1.237,20.158,0.0,0.4495,0.06,-1.15,0.09,1.145,-0.00667,-0.0016,0.0,0.0,-0.00093,0.00176,1.13,1.14,1.19,1.12
103,1.7167,1.244,20.16,0.0,0.4495,0.06,-1.15,0.09,1.182,-0.0068,-0.00219,0.0,0.0,-0.00099,0.00169,1.2,1.18,1.2,1.15
104,1.7333,1.251,20.163,0.0,0.4496,0.06,-1.15,0.09,1.199,-0.00697,-0.00313,0.0,0.0,-0.00108,0.00161,1.12,1.38,1.2,1.1
105,1.75,1.258,20.166,0.0,0.4495,0.06,-1.15,0.09,1.233,-0.00709,-0.0038,0.0,0.0,-0.00113,0.00154,1.18,1.37,1.16,1.21
106,1.7667,1.266,20.169,0.0,0.4494,0.07,-1.15,0.09,1.226,-0.00737,-0.00447,0.0,0.0,-0.00131,0.00144,1.18,1.27,1.18,1.27
107,1.7833,1.273,20.172,0.001,0.4493,0.07,-1.15,0.09,1.271,-0.00761,-0.00515,0.0,0.0,-0.00148,0.00138,1.33,1.28,1.25,1.22
108,1.8,1.28,20.175,0.001,0.449,0.07,-1.15,0.09,1.179,-0.00722,-0.0052,0.0,0.0,-0.00142,0.0017,1.26,0.92,1.26,1.27
109,1.8167,1.287,20.178,0.0,0.4488,0.07,-1.15,0.09,1.27,-0.0065,-0.0044,0.0,0.0,-0.0011,0.00211,1.15,1.35,1.28,1.31
110,1.8333,1.294,20.181,0.0,0.4485,0.07,-1.15,0.09,1.345,-0.00559,-0.00263,0.0,0.0,-0.00071,0.00263,1.53,1.33,1.24,1.27
111,1.85,1.302,20.184,0.0,0.448,0.07,-1.15,0.09,1.258,-0.00469,3e-05,0.0,0.0,-0.00032,0.00313,1.18,1.23,1.26,1.35
112,1.8667,1.309,20.188,-0.0,0.4476,0.08,-1.15,0.09,1.06,-0.00406,0.00315,0.0,0.0,-5e-05,0.0035,0.92,1.17,1.03,1.12
113,1.8833,1.316,20.19,-0.0,0.4481,0.1,-1.11,0.09,1.17,-0.00483,0.00539,0.0,0.0,-0.00051,0.00318,1.14,1.11,1.11,1.32
114,1.9,1.323,20.193,0.0,0.4487,0.1,-1.08,0.09,1.123,-0.00594,0.00646,0.0,0.0,-0.00109,0.00265,1.04,1.07,1.31,1.09
115,1.9167,1.331,20.195,0.0,0.4491,0.1,-1.05,0.09,1.099,-0.00726,0.00564,0.0,0.0,-0.00177,0.00201,1.02,1.08,1.31,0.99
116,1.9333,1.338,20.198,0.001,0.4496,0.1,-1.01,0.09,1.162,-0.00851,0.0029,0.0,0.0,-0.00244,0.00143,1.07,1.1,1.29,1.18
117,1.95,1.345,20.201,0.001,0.45,0.1,-0.98,0.09,1.16,-0.0097,-0.00168,0.0,0.0,-0.00306,0.00086,1.04,1.12,1.3,1.17
118,1.9667,1.352,20.204,0.001,0.4504,0.1,-0.94,0.09,1.184,-0.01058,-0.00754,0.0,0.0,-0.0035,0.00042,1.14,1.16,1.25,1.19
119,1.9833,1.359,20.207,0.001,0.4508,0.11,-0.92,0.09,1.153,-0.01044,-0.0132,0.0,0.0,-0.00345,0.00051,1.17,1.05,1.16,1.23
120,2.0,1.367,20.21,0.001,0.4512,0.11,-0.89,0.09,1.219,-0.0095,-0.01642,0.0,0.0,-0.00298,0.00099,1.22,1.25,1.19,1.22
121,2.0167,1.374,20.213,0.001,0.4515,0.11,-0.85,0.09,1.254,-0.00853,-0.01711,0.0,0.0,-0.0025,0.00148,1.28,1.28,1.21,1.25
122,2.0333,1.381,20.216,0.0,0.4518,0.11,-0.82,0.09,1.265,-0.00751,-0.01531,0.0,0.0,-0.002,0.00199,1.22,1.27,1.27,1.31
123,2.05,1.388,20.219,0.0,0.452,0.11,-0.79,0.09,1.283,-0.00657,-0.01148,0.0,0.0,-0.00153,0.00246,1.26,1.3,1.27,1.3
124,2.0667,1.396,20.222,0.0,0.4522,0.12,-0.76,0.09,1.263,-0.00699,-0.00731,0.0,0.0,-0.00173,0.00224,1.29,1.28,1.17,1.32
125,2.0833,1.403,20.226,0.0,0.4523,0.12,-0.74,0.09,1.313,-0.00742,-0.00318,0.0,0.0,-0.00195,0.00204,1.3,1.32,1.32,1.32
126,2.1,1.41,20.229,0.001,0.4524,0.12,-0.72,0.09,1.356,-0.00805,-0.00034,0.0,0.0,-0.00226,0.00171,1.36,1.36,1.35,1.35
127,2.1167,1.417,20.232,0.001,0.4524,0.12,-0.69,0.09,1.314,-0.00865,0.00058,0.0,0.0,-0.00255,0.00141,1.16,1.37,1.33,1.39
128,2.1333,1.424,20.236,0.001,0.4522,0.13,-0.66,0.09,1.377,-0.00928,-0.00026,0.0,0.0,-0.00285,0.00108,1.29,1.39,1.41,1.41
129,2.15,1.432,20.24,0.001,0.452,0.13,-0.64,0.09,1.363,-0.00989,-0.00268,0.0,0.0,-0.00315,0.00076,1.23,1.44,1.35,1.43
130,2.1667,1.439,20.243,0.001,0.4518,0.13,-0.61,0.09,1.457,-0.01045,-0.00635,0.0,0.0,-0.00341,0.00047,1.47,1.45,1.47,1.45
131,2.1833,1.446,20.247,0.001,0.4519,0.16,-0.61,0.09,1.221,-0.01224,-0.01098,0.0,0.0,-0.00432,-0.00042,0.92,1.24,1.55,1.17
132,2.2,1.453,20.25,0.001,0.4523,0.14,-0.6,0.09,1.354,-0.01322,-0.01564,0.0,0.0,-0.00477,-0.00095,1.29,1.35,1.33,1.44
133,2.2167,1.461,20.253,0.002,0.4526,0.13,-0.6,0.09,1.373,-0.01477,-0.02068,0.0,0.0,-0.0056,-0.00167,1.51,1.23,1.3,1.45
134,2.2333,1.468,20.256,0.002,0.4529,0.12,-0.61,0.08,1.381,-0.01617,-0.02594,0.0,0.0,-0.00635,-0.00231,1.47,1.28,1.32,1.45
135,2.25,1.475,20.259,0.002,0.4531,0.11,-0.61,0.08,1.384,-0.01761,-0.0314,0.0,0.0,-0.00711,-0.00299,1.38,1.36,1.35,1.45
136,2.2667,1.482,20.263,0.003,0.4532,0.1,-0.61,0.08,1.371,-0.019,-0.037,0.0,0.0,-0.00784,-0.00366,1.41,1.34,1.36,1.38
137,2.2833,1.489,20.266,0.003,0.4534,0.09,-0.6,0.08,1.387,-0.02,-0.04239,0.0,0.0,-0.00831,-0.00418,1.4,1.38,1.38,1.39
138,2.3,1.497,20.269,0.003,0.4536,0.09,-0.6,0.08,1.406,-0.01839,-0.04362,0.0,0.0,-0.00749,-0.00339,1.52,1.35,1.38,1.37
139,2.3167,1.504,20.272,0.003,0.4537,0.1,-0.6,0.08,1.368,-0.01723,-0.04251,0.0,0.0,-0.00688,-0.00285,1.35,1.41,1.36,1.36
140,2.3333,1.511,20.276,0.002,0.4538,0.1,-0.6,0.08,1.461,-0.01641,-0.03909,0.0,0.0,-0.00647,-0.00244,1.4,1.44,1.59,1.42
141,2.35,1.518,20.279,0.002,0.4538,0.1,-0.6,0.08,1.516,-0.01441,-0.03259,0.0,0.0,-0.00546,-0.00145,1.38,1.61,1.67,1.4
142,2.3667,1.526,20.283,0.002,0.4537,0.1,-0.6,0.08,1.458,-0.01219,-0.02311,0.0,0.0,-0.00438,-0.0003,1.43,1.46,1.49,1.46
143,2.3833,1.533,20.286,0.001,0.4535,0.1,-0.6,0.08,1.557,-0.01047,-0.01155,0.0,0.0,-0.00353,0.00056,1.47,1.54,1.67,1.55
144,2.4,1.54,20.29,0.001,0.4532,0.09,-0.6,0.07,1.538,-0.00844,0.00173,0.0,0.0,-0.00254,0.0016,1.49,1.54,1.57,1.54
145,2.4167,1.547,20.294,0.001,0.4528,0.1,-0.6,0.07,1.538,-0.0063,0.01396,0.0,0.0,-0.00148,0.00268,1.55,1.54,1.51,1.55
146,2.4333,1.554,20.298,0.0,0.4523,0.1,-0.59,0.07,1.516,-0.00431,0.02557,0.0,0.0,-0.00048,0.00367,1.42,1.54,1.53,1.57
147,2.45,1.562,20.302,-0.0,0.4517,0.11,-0.59,0.08,1.368,-0.00264,0.03667,0.0,0.0,0.0003,0.00456,1.64,0.92,1.39,1.52
148,2.4667,1.569,20.305,-0.0,0.4522,0.15,-0.62,0.07,1.17,-0.00331,0.04369,0.0,0.0,-0.00015,0.00434,1.15,1.01,1.52,1.0
149,2.4833,1.576,20.308,0.0,0.4529,0.12,-0.64,0.07,1.48,-0.00426,0.04661,0.0,0.0,-0.00071,0.00395,1.59,1.31,1.45,1.56
150,2.5,1.583,20.31,0.001,0.4535,0.11,-0.68,0.07,1.453,-0.0061,0.04551,0.0,0.0,-0.00163,0.00304,1.42,1.35,1.48,1.56
151,2.5167,1.591,20.313,0.001,0.454,0.11,-0.73,0.07,1.454,-0.00784,0.04066,0.0,0.0,-0.00253,0.00219,1.45,1.38,1.43,1.56
152,2.5333,1.598,20.316,0.001,0.4546,0.1,-0.77,0.07,1.428,-0.00904,0.03296,0.0,0.0,-0.00311,0.00158,1.43,1.44,1.43,1.41
153,2.55,1.605,20.319,0.001,0.455,0.09,-0.81,0.06,1.465,-0.01024,0.02291,0.0,0.0,-0.0037,0.00096,1.45,1.48,1.49,1.45
154,2.5667,1.612,20.322,0.002,0.4556,0.08,-0.86,0.06,1.5,-0.00987,0.01272,0.0,0.0,-0.0035,0.00114,1.52,1.42,1.61,1.45
155,2.5833,1.619,20.325,0.002,0.456,0.06,-0.92,0.06,1.691,-0.00951,0.00482,0.0,0.0,-0.00333,0.00133,1.52,2.11,1.69,1.45
156,2.6,1.627,20.329,0.002,0.4564,0.07,-0.95,0.06,1.478,-0.0095,-0.00115,0.0,0.0,-0.00334,0.00135,1.46,1.42,1.61,1.43
157,2.6167,1.634,20.332,0.001,0.4567,0.08,-0.98,0.06,1.531,-0.00917,-0.00417,0.0,0.0,-0.00318,0.00152,1.52,1.5,1.64,1.46
158,2.6333,1.641,20.335,0.001,0.4569,0.08,-1.01,0.06,1.535,-0.00864,-0.00449,0.0,0.0,-0.00294,0.0018,1.55,1.5,1.56,1.53
