f,t,cmd_vel,x,y,z,roll,pitch,yaw,wheel_mean,e,edot_f,tau_pd_raw,tau,qL,qR,wvFL,wvRL,wvFR,wvRR
0,0.0,0.5,19.967,-0.002,0.4468,0.09,-1.15,0.01,0.015,4e-05,0.0,-0.01,0.0,0.003,0.00331,0.01,-0.0,0.03,0.01
1,0.0167,0.514,19.967,-0.002,0.4468,0.1,-1.15,0.01,0.436,-0.0006,0.0,0.18,0.0,0.00268,0.003,1.02,0.29,0.25,0.19
2,0.0333,0.528,19.968,-0.001,0.4469,0.1,-1.15,0.01,0.442,-0.00209,0.0,0.63,0.0,0.00192,0.00226,0.79,0.35,0.35,0.28
3,0.05,0.542,19.969,-0.001,0.447,0.09,-1.15,0.01,0.398,-0.00438,-0.0106,2.05,0.0,0.00079,0.00111,0.39,0.4,0.41,0.39
4,0.0667,0.556,19.97,-0.0,0.447,0.09,-1.15,0.01,0.42,-0.0068,-0.02164,3.55,3.0,-0.00043,-0.0001,0.42,0.42,0.45,0.39
5,0.0833,0.569,19.971,0.0,0.4471,0.09,-1.15,0.01,0.431,-0.00914,-0.03227,5.0,5.0,-0.0016,-0.00127,0.43,0.43,0.46,0.41
6,0.1,0.583,19.971,0.0,0.4472,0.09,-1.15,0.01,0.429,-0.01025,-0.04075,5.93,5.93,-0.00216,-0.00182,0.45,0.42,0.43,0.42
7,0.1167,0.597,19.972,0.0,0.4474,0.08,-1.15,0.01,0.426,-0.01002,-0.04621,6.24,6.24,-0.00204,-0.00171,0.45,0.42,0.39,0.44
8,0.1333,0.611,19.973,0.0,0.4475,0.08,-1.15,0.01,0.441,-0.00991,-0.05024,6.49,6.49,-0.00198,-0.00167,0.45,0.44,0.44,0.43
9,0.15,0.625,19.974,0.0,0.4477,0.08,-1.15,0.01,0.456,-0.0101,-0.05246,6.7,6.7,-0.00207,-0.00176,0.46,0.45,0.45,0.47
10,0.1667,0.639,19.976,0.0,0.4478,0.08,-1.15,0.01,0.475,-0.01018,-0.05214,6.7,6.7,-0.00212,-0.00179,0.48,0.45,0.5,0.47
11,0.1833,0.653,19.977,0.0,0.4479,0.08,-1.15,0.01,0.546,-0.01022,-0.04939,6.52,6.52,-0.00214,-0.00181,0.46,0.45,0.72,0.55
12,0.2,0.667,19.978,0.0,0.4481,0.07,-1.15,0.02,0.474,-0.01035,-0.04471,6.24,6.24,-0.00222,-0.00187,0.56,0.52,0.27,0.55
13,0.2167,0.681,19.979,0.0,0.4482,0.07,-1.15,0.02,0.485,-0.01057,-0.03967,5.95,5.95,-0.00232,-0.00198,0.58,0.54,0.3,0.52
14,0.2333,0.694,19.98,0.001,0.4483,0.07,-1.15,0.01,0.502,-0.0108,-0.03572,5.74,5.74,-0.00243,-0.0021,0.56,0.54,0.35,0.56
15,0.25,0.708,19.982,0.001,0.4484,0.06,-1.15,0.01,0.585,-0.01097,-0.03252,5.57,5.57,-0.00251,-0.00219,0.59,0.58,0.58,0.59
16,0.2667,0.722,19.983,0.001,0.4485,0.06,-1.15,0.01,0.638,-0.01113,-0.02967,5.41,5.41,-0.00259,-0.00227,0.78,0.56,0.61,0.61
17,0.2833,0.736,19.984,0.001,0.4486,0.06,-1.15,0.01,0.608,-0.01132,-0.02728,5.31,5.31,-0.00268,-0.00238,0.59,0.61,0.61,0.62
18,0.3,0.75,19.986,0.001,0.4487,0.05,-1.15,0.02,0.622,-0.0115,-0.02532,5.22,5.22,-0.00276,-0.00246,0.63,0.54,0.66,0.66
19,0.3167,0.764,19.987,0.001,0.4488,0.05,-1.15,0.02,0.653,-0.01168,-0.02365,5.16,5.16,-0.00286,-0.00255,0.67,0.64,0.65,0.65
20,0.3333,0.778,19.989,0.001,0.4488,0.04,-1.15,0.02,0.635,-0.01225,-0.02254,5.25,5.25,-0.00317,-0.00281,0.69,0.5,0.66,0.69
21,0.35,0.792,19.991,0.001,0.4489,0.04,-1.15,0.02,0.663,-0.01202,-0.02108,5.08,5.08,-0.00304,-0.00271,0.68,0.61,0.67,0.69
22,0.3667,0.806,19.992,0.001,0.449,0.04,-1.15,0.02,0.626,-0.01129,-0.01889,4.71,4.71,-0.00267,-0.00235,0.71,0.51,0.62,0.66
23,0.3833,0.819,19.994,0.001,0.449,0.04,-1.15,0.02,0.681,-0.01035,-0.01582,4.21,4.21,-0.00218,-0.0019,0.62,0.85,0.55,0.71
24,0.4,0.833,19.996,0.001,0.449,0.04,-1.15,0.02,0.777,-0.00947,-0.01202,3.68,3.68,-0.00172,-0.00148,0.77,0.87,0.74,0.73
25,0.4167,0.847,19.998,0.0,0.449,0.04,-1.15,0.02,0.766,-0.00865,-0.00765,3.13,3.13,-0.00125,-0.00113,0.73,0.84,0.72,0.77
26,0.4333,0.861,20.0,0.0,0.449,0.04,-1.15,0.02,0.782,-0.00788,-0.00282,2.56,2.56,-0.00083,-0.00078,0.76,0.8,0.79,0.78
27,0.45,0.875,20.002,0.0,0.449,0.04,-1.15,0.02,0.799,-0.00716,0.00275,1.95,1.95,-0.00048,-0.00041,0.8,0.76,0.8,0.83
28,0.4667,0.889,20.004,0.0,0.4489,0.04,-1.15,0.02,0.812,-0.00641,0.00819,1.35,1.35,-8e-05,-6e-05,0.84,0.73,0.84,0.84
29,0.4833,0.903,20.006,-0.0,0.4488,0.04,-1.15,0.02,0.847,-0.00565,0.01301,0.78,0.78,0.00032,0.0003,0.81,0.88,0.85,0.86
30,0.5,0.917,20.008,-0.001,0.4487,0.02,-1.15,0.02,0.765,-0.00278,0.01924,-0.51,0.0,0.00176,0.00174,0.85,0.55,0.82,0.84
31,0.5167,0.931,20.01,-0.001,0.4486,0.01,-1.14,0.02,0.844,0.0007,0.02739,-2.13,0.0,0.00351,0.00346,0.88,0.86,0.82,0.81
32,0.5333,0.944,20.012,-0.002,0.4484,-0.01,-1.14,0.02,0.944,0.00482,0.03796,-4.1,-3.0,0.00556,0.00553,0.95,1.0,0.9,0.92
33,0.55,0.958,20.014,-0.002,0.4483,-0.03,-1.14,0.02,0.922,0.00875,0.05051,-6.16,-6.0,0.00752,0.0075,0.96,0.81,0.98,0.94
34,0.5667,0.972,20.017,-0.003,0.4481,-0.05,-1.13,0.01,0.947,0.01191,0.06406,-8.06,-8.06,0.00909,0.00909,0.97,0.87,0.99,0.96
35,0.5833,0.986,20.019,-0.003,0.4478,-0.07,-1.13,0.01,0.981,0.0144,0.07778,-9.76,-9.76,0.01032,0.01035,1.0,0.94,1.05,0.94
36,0.6,1.0,20.021,-0.003,0.4479,-0.06,-1.14,0.03,0.709,0.01504,0.08972,-10.79,-10.79,0.01029,0.01102,0.74,0.57,0.72,0.81
37,0.6167,1.014,20.023,-0.004,0.448,-0.03,-1.14,0.06,0.807,0.0149,0.09714,-11.27,-11.27,0.00975,0.01142,0.9,0.9,0.64,0.78
38,0.6333,1.028,20.025,-0.004,0.4481,0.01,-1.15,0.06,0.861,0.01455,0.09973,-11.35,-11.35,0.00957,0.01125,0.87,0.91,0.84,0.83
39,0.65,1.042,20.028,-0.004,0.4482,0.05,-1.15,0.05,0.917,0.01443,0.09765,-11.16,-11.16,0.00953,0.01117,0.98,1.0,0.85,0.84
40,0.6667,1.056,20.03,-0.004,0.4485,0.06,-1.15,0.06,0.737,0.01361,0.09093,-10.45,-10.45,0.00913,0.01075,0.46,0.83,0.84,0.82
41,0.6833,1.069,20.032,-0.004,0.4488,0.06,-1.15,0.06,0.871,0.01181,0.07991,-9.14,-9.14,0.00823,0.00985,0.88,0.88,0.88,0.84
42,0.7,1.083,20.034,-0.003,0.449,0.06,-1.15,0.06,0.889,0.00958,0.06537,-7.45,-7.45,0.00714,0.00871,0.88,0.9,0.89,0.89
43,0.7167,1.097,20.036,-0.003,0.4492,0.06,-1.15,0.06,0.918,0.0073,0.04956,-5.66,-5.66,0.00598,0.00758,0.93,0.94,0.93,0.88
44,0.7333,1.111,20.038,-0.002,0.4493,0.06,-1.15,0.06,0.957,0.0049,0.03333,-3.8,-3.8,0.0048,0.00637,0.93,0.97,0.99,0.93
45,0.75,1.125,20.041,-0.002,0.4494,0.06,-1.15,0.06,0.982,0.00249,0.01692,-1.93,-0.8,0.00361,0.00515,0.89,1.02,1.03,0.99
46,0.7667,1.139,20.043,-0.001,0.4495,0.06,-1.15,0.06,0.986,0.00014,0.00019,-0.05,0.0,0.00243,0.00398,1.05,1.05,0.85,1.0
47,0.7833,1.153,20.046,-0.001,0.4496,0.06,-1.15,0.06,1.023,-0.00225,-0.01614,1.8,0.0,0.00123,0.00279,1.06,0.89,1.08,1.06
48,0.8,1.167,20.048,-0.0,0.4496,0.06,-1.15,0.06,1.069,-0.00458,-0.03107,3.55,3.0,6e-05,0.00162,1.07,1.11,1.04,1.06
49,0.8167,1.181,20.051,0.0,0.4495,0.06,-1.15,0.06,1.018,-0.00668,-0.04407,5.09,5.09,-0.00097,0.00057,1.14,0.77,1.09,1.08
50,0.8333,1.194,20.053,0.0,0.4495,0.07,-1.15,0.06,1.118,-0.00724,-0.05374,5.93,5.93,-0.00118,0.00021,1.13,1.19,1.08,1.06
51,0.85,1.208,20.056,0.0,0.4494,0.07,-1.15,0.06,1.119,-0.00728,-0.05981,6.37,6.37,-0.00115,0.00014,1.15,1.16,1.09,1.08
52,0.8667,1.222,20.059,0.0,0.4493,0.07,-1.15,0.06,1.067,-0.00712,-0.06251,6.51,6.51,-0.00115,0.0003,1.06,1.06,0.96,1.19
53,0.8833,1.236,20.062,0.0,0.4491,0.07,-1.15,0.07,1.038,-0.00633,-0.06166,6.21,6.21,-0.00077,0.00071,1.03,0.9,1.08,1.14
54,0.9,1.25,20.065,-0.0,0.4489,0.06,-1.15,0.06,1.059,-0.00552,-0.05763,5.69,5.69,-0.00043,0.00118,1.13,0.86,1.03,1.21
55,0.9167,1.264,20.068,-0.0,0.4486,0.06,-1.15,0.07,1.205,-0.00446,-0.05059,4.88,4.88,0.00011,0.0017,1.2,1.22,1.15,1.25
56,0.9333,1.278,20.071,-0.0,0.4482,0.06,-1.15,0.07,1.221,-0.00339,-0.04114,3.9,3.9,0.00058,0.00229,1.24,1.22,1.11,1.31
57,0.95,1.292,20.074,-0.001,0.4477,0.06,-1.15,0.07,1.204,-0.00223,-0.03105,2.84,2.84,0.00112,0.00292,1.15,1.31,1.0,1.35
58,0.9667,1.306,20.078,-0.001,0.4472,0.07,-1.15,0.07,1.298,-0.00107,-0.02093,1.78,0.0,0.00165,0.00355,1.36,1.34,1.14,1.35
59,0.9833,1.319,20.081,-0.001,0.4472,0.13,-1.16,0.06,1.105,-0.00272,-0.0139,1.79,0.0,0.00085,0.00269,0.83,0.91,0.91,1.77
60,1.0,1.333,20.083,-0.001,0.4476,0.11,-1.16,0.07,1.203,-0.00374,-0.00957,1.79,0.0,0.00029,0.00224,1.39,1.11,1.14,1.17
61,1.0167,1.347,20.086,-0.0,0.448,0.11,-1.15,0.07,1.176,-0.00597,-0.00889,2.41,2.41,-0.0008,0.00109,1.15,1.19,1.18,1.19
62,1.0333,1.361,20.089,0.0,0.4483,0.1,-1.15,0.07,1.179,-0.00813,-0.01159,3.25,3.25,-0.00187,1e-05,1.21,1.18,1.13,1.19
63,1.05,1.375,20.092,0.0,0.4486,0.09,-1.15,0.07,1.179,-0.00918,-0.01615,3.88,3.88,-0.00243,-0.00048,1.25,1.11,1.09,1.26
64,1.0667,1.389,20.094,0.0,0.4489,0.09,-1.15,0.07,1.159,-0.00901,-0.02119,4.19,4.19,-0.00234,-0.0004,1.19,1.2,1.02,1.23
65,1.0833,1.403,20.097,0.0,0.4491,0.08,-1.15,0.07,1.249,-0.00875,-0.02655,4.48,4.48,-0.00222,-0.00026,1.23,1.2,1.29,1.27
66,1.1,1.417,20.1,0.001,0.4493,0.08,-1.15,0.08,1.202,-0.00881,-0.02963,4.72,4.72,-0.00226,-0.00028,1.24,1.02,1.27,1.28
67,1.1167,1.431,20.104,0.001,0.4494,0.07,-1.15,0.08,1.21,-0.00894,-0.03142,4.88,4.88,-0.00236,-0.00031,1.26,0.99,1.29,1.29
68,1.1333,1.444,20.107,0.001,0.4494,0.07,-1.15,0.08,1.461,-0.00863,-0.03038,4.71,4.71,-0.00219,-0.00017,1.27,2.15,1.26,1.17
69,1.15,1.458,20.11,0.0,0.4495,0.07,-1.15,0.08,1.259,-0.00769,-0.02628,4.15,4.15,-0.00174,0.00032,1.41,1.07,1.29,1.26
70,1.1667,1.472,20.113,0.0,0.4494,0.07,-1.15,0.08,1.109,-0.00715,-0.02104,3.62,3.62,-0.00142,0.00054,1.29,1.41,1.31,0.42
71,1.1833,1.486,20.116,0.0,0.4493,0.07,-1.15,0.07,1.417,-0.00643,-0.01585,3.04,3.04,-0.00106,0.0009,1.41,1.53,1.38,1.36
72,1.2,1.5,20.12,0.0,0.4491,0.06,-1.15,0.07,1.425,-0.00571,-0.01082,2.47,2.47,-0.00068,0.00124,1.37,1.5,1.41,1.41
73,1.2167,1.514,20.123,0.0,0.4488,0.06,-1.15,0.07,1.487,-0.00496,-0.00556,1.88,0.0,-0.0003,0.00161,1.47,1.55,1.45,1.48
74,1.2333,1.528,20.127,-0.0,0.4483,0.06,-1.15,0.07,1.503,-0.00435,-0.00016,1.32,0.0,-0.0,0.00193,1.39,1.49,1.55,1.58
75,1.25,1.542,20.131,-0.0,0.4478,0.06,-1.15,0.07,1.576,-0.00368,0.00495,0.76,0.0,0.00035,0.00224,1.59,1.54,1.59,1.59
76,1.2667,1.556,20.135,-0.0,0.4471,0.06,-1.16,0.07,1.806,-0.00299,0.00918,0.26,0.0,0.0007,0.00258,1.75,1.83,1.98,1.67
77,1.2833,1.569,20.138,0.0,0.4476,0.05,-1.17,0.07,1.326,-0.00417,0.01114,0.47,0.0,9e-05,0.00201,1.31,1.29,1.29,1.41
78,1.3,1.583,20.142,0.0,0.448,0.05,-1.16,0.06,1.422,-0.0063,0.00994,1.19,1.19,-0.00098,0.00095,1.31,1.43,1.41,1.54
79,1.3167,1.597,20.145,0.0,0.4484,0.05,-1.15,0.07,1.41,-0.00671,0.00772,1.47,1.47,-0.00118,0.00074,1.31,1.49,1.42,1.42
80,1.3333,1.611,20.148,0.0,0.4488,0.06,-1.15,0.06,1.492,-0.0062,0.00551,1.47,1.47,-0.00094,0.00101,1.64,1.45,1.42,1.46
81,1.35,1.625,20.152,0.0,0.4491,0.06,-1.15,0.06,1.456,-0.00622,0.00292,1.66,1.66,-0.00094,0.00099,1.46,1.52,1.43,1.41
82,1.3667,1.639,20.155,0.0,0.4494,0.06,-1.15,0.06,1.51,-0.0064,-0.00023,1.94,1.94,-0.00102,0.00089,1.51,1.54,1.52,1.47
83,1.3833,1.653,20.159,0.0,0.4495,0.06,-1.15,0.06,1.524,-0.00652,-0.00383,2.22,2.22,-0.00106,0.00082,1.51,1.56,1.55,1.48
84,1.4,1.667,20.163,0.001,0.4496,0.06,-1.15,0.06,1.536,-0.00664,-0.00591,2.41,2.41,-0.00113,0.00075,1.51,1.6,1.55,1.48
85,1.4167,1.681,20.166,0.001,0.4495,0.07,-1.15,0.06,1.559,-0.00674,-0.00565,2.42,2.42,-0.00113,0.00066,1.52,1.69,1.49,1.54
86,1.4333,1.694,20.17,0.001,0.4493,0.07,-1.15,0.06,1.55,-0.00705,-0.00533,2.49,2.49,-0.00133,0.00055,1.58,1.4,1.56,1.66
87,1.45,1.708,20.174,0.001,0.4491,0.06,-1.15,0.07,1.635,-0.00614,-0.00463,2.17,2.17,-0.00107,0.0012,1.62,1.69,1.59,1.63
88,1.4667,1.722,20.178,0.0,0.4488,0.06,-1.15,0.07,1.665,-0.00542,-0.00325,1.85,1.85,-0.00074,0.00158,1.67,1.63,1.6,1.76
89,1.4833,1.736,20.182,0.0,0.4483,0.06,-1.15,0.07,1.713,-0.0045,-0.0009,1.41,0.0,-0.00034,0.00211,1.75,1.68,1.67,1.75
90,1.5,1.75,20.187,0.0,0.4477,0.06,-1.15,0.07,1.739,-0.00373,0.00207,0.97,0.0,-1e-05,0.00256,1.75,1.66,1.75,1.8
91,1.5167,1.764,20.191,0.0,0.4482,0.11,-1.12,0.07,1.541,-0.00528,0.00323,1.36,1.36,-0.00091,0.0019,1.25,1.38,2.0,1.53
92,1.5333,1.778,20.194,0.001,0.4489,0.11,-1.07,0.07,1.507,-0.00698,0.00259,1.91,1.91,-0.00179,0.00109,1.36,1.44,1.7,1.53
93,1.55,1.792,20.198,0.001,0.4495,0.11,-1.02,0.07,1.577,-0.00835,0.00095,2.44,2.44,-0.00252,0.00044,1.44,1.66,1.69,1.53
94,1.5667,1.806,20.202,0.001,0.4501,0.11,-0.97,0.07,1.557,-0.00899,-0.00209,2.84,2.84,-0.00282,0.00011,1.43,1.56,1.68,1.56
95,1.5833,1.819,20.206,0.001,0.4507,0.11,-0.93,0.07,1.897,-0.00881,-0.00533,3.02,3.02,-0.00274,0.0002,2.89,1.43,1.63,1.64
96,1.6,1.833,20.21,0.001,0.4512,0.11,-0.89,0.07,1.613,-0.00797,-0.00826,2.97,2.97,-0.00235,0.00065,1.47,1.67,1.58,1.73
97,1.6167,1.847,20.214,0.0,0.4517,0.12,-0.85,0.07,1.69,-0.00679,-0.01042,2.77,2.77,-0.00174,0.00122,1.62,1.69,1.64,1.81
98,1.6333,1.861,20.218,0.0,0.452,0.12,-0.8,0.07,1.644,-0.00565,-0.00955,2.36,2.36,-0.00119,0.00181,1.51,1.78,1.7,1.58
99,1.65,1.875,20.223,0.0,0.4522,0.12,-0.76,0.07,1.723,-0.0052,-0.00657,2.02,2.02,-0.00096,0.00204,1.72,1.75,1.73,1.68
100,1.6667,1.889,20.227,0.0,0.4524,0.12,-0.73,0.07,1.785,-0.00549,-0.00284,1.85,1.85,-0.00108,0.00186,1.77,1.79,1.8,1.79
101,1.6833,1.903,20.232,0.0,0.4524,0.12,-0.69,0.07,1.837,-0.00622,0.00035,1.84,1.84,-0.00143,0.00148,1.85,1.84,1.83,1.83
102,1.7,1.917,20.236,0.0,0.4523,0.13,-0.66,0.07,1.861,-0.00711,0.00206,1.99,1.99,-0.00186,0.00102,1.85,1.86,1.87,1.87
103,1.7167,1.931,20.241,0.001,0.452,0.13,-0.62,0.07,1.798,-0.00802,0.00176,2.28,2.28,-0.00229,0.00055,1.57,1.9,1.85,1.87
104,1.7333,1.944,20.246,0.001,0.4519,0.17,-0.6,0.06,1.867,-0.01056,-0.00232,3.33,3.33,-0.00355,-0.00073,1.94,1.92,1.76,1.85
105,1.75,1.958,20.25,0.001,0.4525,0.18,-0.63,0.06,1.804,-0.0128,-0.0094,4.5,4.5,-0.00472,-0.00182,1.81,1.82,1.78,1.81
106,1.7667,1.972,20.254,0.002,0.4529,0.17,-0.64,0.06,1.731,-0.01428,-0.01761,5.52,5.52,-0.00544,-0.00257,1.75,1.71,1.73,1.73
107,1.7833,1.986,20.259,0.002,0.4532,0.14,-0.63,0.06,1.785,-0.01545,-0.02574,6.44,6.44,-0.00603,-0.00315,1.62,1.92,1.79,1.82
108,1.8,2.0,20.263,0.002,0.4533,0.11,-0.62,0.06,1.807,-0.01685,-0.03359,7.41,7.41,-0.00672,-0.00387,1.85,1.84,1.78,1.75
109,1.8167,2.014,20.268,0.003,0.4535,0.09,-0.6,0.06,1.82,-0.01756,-0.04031,8.09,8.09,-0.00714,-0.00415,1.94,1.79,1.84,1.71
110,1.8333,2.028,20.272,0.002,0.4537,0.1,-0.6,0.06,1.793,-0.01486,-0.04251,7.43,7.43,-0.00576,-0.00282,1.8,1.78,1.8,1.78
111,1.85,2.042,20.277,0.002,0.4538,0.09,-0.6,0.05,1.8,-0.01313,-0.04005,6.74,6.74,-0.00475,-0.00211,1.81,1.87,1.7,1.82
112,1.8667,2.056,20.281,0.002,0.4538,0.09,-0.6,0.05,1.84,-0.01127,-0.03366,5.74,5.74,-0.0038,-0.00119,1.87,1.81,1.77,1.91
113,1.8833,2.069,20.286,0.001,0.4535,0.08,-0.6,0.05,1.894,-0.00804,-0.02321,4.04,4.04,-0.00224,0.00047,1.91,1.85,1.92,1.9
114,1.9,2.083,20.291,0.001,0.4532,0.08,-0.6,0.04,1.935,-0.0049,-0.00958,2.14,1.04,-0.00077,0.00214,2.01,1.84,1.89,2.01
115,1.9167,2.097,20.296,0.0,0.4526,0.07,-0.6,0.04,2.063,-0.00242,0.00641,0.28,0.0,0.00047,0.00338,2.06,2.02,2.06,2.11
116,1.9333,2.111,20.301,-0.0,0.4519,0.1,-0.59,0.04,1.979,-0.00059,0.0231,-1.44,0.0,0.00133,0.00435,2.14,1.83,1.93,2.01
117,1.95,2.125,20.306,-0.001,0.4525,0.17,-0.63,0.03,1.823,-0.00208,0.03347,-1.72,-1.72,0.00022,0.00397,1.79,1.81,1.93,1.76
118,1.9667,2.139,20.309,-0.0,0.4534,0.15,-0.68,0.03,1.99,-0.00357,0.03928,-1.68,-1.68,-0.00049,0.00319,2.12,1.82,1.96,2.06
119,1.9833,2.153,20.313,0.0,0.4542,0.15,-0.75,0.03,1.877,-0.00608,0.0399,-0.97,-0.97,-0.00175,0.00194,1.89,1.82,1.94,1.86
120,2.0,2.167,20.318,0.001,0.4548,0.12,-0.8,0.02,2.133,-0.00771,0.03546,-0.17,-0.17,-0.00255,0.00111,1.96,1.96,2.07,2.54
121,2.0167,2.181,20.322,0.001,0.4554,0.1,-0.85,0.02,2.632,-0.00978,0.02619,1.1,1.1,-0.00351,0.0,1.88,4.3,2.32,2.03
122,2.0333,2.194,20.326,0.002,0.4561,0.07,-0.93,0.02,2.037,-0.00929,0.01598,1.67,1.67,-0.00341,0.00039,1.96,1.94,2.25,2.0
123,2.05,2.208,20.33,0.002,0.4566,0.08,-0.97,0.02,2.015,-0.00956,0.00483,2.53,2.53,-0.00355,0.00026,2.03,1.97,2.12,1.94
124,2.0667,2.222,20.335,0.001,0.457,0.08,-1.01,0.02,2.048,-0.00933,-0.0032,3.02,3.02,-0.00344,0.00038,2.04,2.04,2.09,2.02
125,2.0833,2.236,20.34,0.001,0.4572,0.09,-1.06,0.02,2.028,-0.00871,-0.0081,3.18,3.18,-0.0031,0.00067,2.11,2.14,1.81,2.05
126,2.1,2.25,20.344,0.001,0.4572,0.09,-1.11,0.01,2.181,-0.00826,-0.00937,3.13,3.13,-0.0028,0.00081,2.15,2.35,2.1,2.12
127,2.1167,2.264,20.349,0.001,0.4571,0.09,-1.15,0.01,2.186,-0.00772,-0.00826,2.89,2.89,-0.00253,0.00109,2.21,2.15,2.19,2.2
128,2.1333,2.278,20.354,0.001,0.4568,0.09,-1.21,0.01,2.309,-0.00699,-0.00439,2.4,2.4,-0.00217,0.00146,2.32,2.4,2.23,2.29
129,2.15,2.292,20.359,0.001,0.4568,0.06,-1.3,0.01,1.833,-0.0055,3e-05,1.65,1.65,-0.00144,0.00221,1.71,1.76,1.83,2.03
130,2.1667,2.306,20.364,0.001,0.4573,0.04,-1.28,0.02,2.13,-0.00517,0.00455,1.23,1.23,-0.00117,0.00227,1.96,2.1,2.01,2.45
131,2.1833,2.319,20.369,0.001,0.4579,0.05,-1.27,0.02,2.167,-0.00511,0.00834,0.95,0.95,-0.00109,0.00225,2.3,2.11,2.13,2.13
132,2.2,2.333,20.374,0.001,0.4584,0.06,-1.26,0.02,2.531,-0.00493,0.01123,0.69,0.0,-0.00107,0.00242,2.1,2.36,3.42,2.25
133,2.2167,2.347,20.38,0.001,0.4588,0.06,-1.26,0.02,2.229,-0.00453,0.01371,0.4,0.0,-0.00089,0.00263,2.23,2.26,2.27,2.16
134,2.2333,2.361,20.385,0.001,0.4589,0.07,-1.26,0.02,2.301,-0.00481,0.01505,0.39,0.0,-0.00101,0.00246,2.24,2.53,2.22,2.21
135,2.25,2.375,20.39,0.001,0.4588,0.08,-1.26,0.02,2.312,-0.00522,0.01506,0.51,0.51,-0.00122,0.00227,2.25,2.36,2.36,2.29
136,2.2667,2.389,20.396,0.001,0.4585,0.08,-1.26,0.01,2.195,-0.00553,0.01322,0.73,0.73,-0.00138,0.00212,2.28,2.3,2.34,1.87
137,2.2833,2.403,20.401,0.001,0.458,0.09,-1.26,0.01,2.334,-0.00601,0.01077,1.05,1.05,-0.00177,0.00203,2.28,2.29,2.37,2.4
138,2.3,2.417,20.407,0.001,0.4574,0.08,-1.26,0.02,2.413,-0.00494,0.00966,0.8,0.0,-0.00134,0.00267,2.39,2.43,2.37,2.46
139,2.3167,2.431,20.413,0.001,0.4564,0.08,-1.26,0.02,2.417,-0.0045,0.00894,0.72,0.0,-0.0012,0.00297,2.45,2.34,2.41,2.46
140,2.3333,2.444,20.419,0.001,0.4567,0.08,-1.28,0.02,2.175,-0.00641,0.00594,1.51,1.51,-0.00217,0.00203,2.23,2.11,2.1,2.27
141,2.35,2.458,20.424,0.002,0.4573,0.09,-1.28,0.02,2.222,-0.00938,0.00053,2.78,2.78,-0.00367,0.00056,2.31,2.24,2.21,2.13
142,2.3667,2.472,20.429,0.002,0.4579,0.09,-1.27,0.02,2.25,-0.01022,-0.00468,3.39,3.39,-0.00405,9e-05,2.2,2.27,2.22,2.3
143,2.3833,2.486,20.435,0.002,0.4584,0.1,-1.27,0.02,2.348,-0.01019,-0.00892,3.68,3.68,-0.00398,6e-05,2.38,2.33,2.32,2.36
144,2.4,2.5,20.441,0.002,0.4586,0.11,-1.26,0.02,2.331,-0.00964,-0.01157,3.7,3.7,-0.00369,0.00032,2.32,2.41,2.29,2.31
145,2.4167,2.514,20.446,0.002,0.4587,0.11,-1.26,0.02,2.389,-0.00914,-0.01451,3.76,3.76,-0.00341,0.00054,2.37,2.54,2.34,2.3
146,2.4333,2.528,20.452,0.002,0.4585,0.11,-1.26,0.02,2.937,-0.0085,-0.01688,3.73,3.73,-0.00298,0.00075,4.41,2.47,2.48,2.39
147,2.45,2.542,20.458,0.001,0.4583,0.06,-1.25,0.01,2.354,-0.00503,-0.01343,2.45,2.45,-0.00129,0.00253,2.45,2.4,2.31,2.25
148,2.4667,2.556,20.464,0.001,0.458,0.01,-1.25,0.02,2.417,-0.00097,-0.00316,0.51,0.0,0.00074,0.00456,2.43,2.46,2.4,2.37
149,2.4833,2.569,20.47,0.001,0.4575,-0.05,-1.24,0.02,2.477,0.00265,0.01046,-1.53,0.0,0.00252,0.00641,2.49,2.48,2.48,2.46
150,2.5,2.583,20.476,0.0,0.4576,-0.0,-1.27,0.03,2.474,0.00144,0.02117,-1.91,0.0,0.00166,0.00605,2.62,2.61,2.42,2.25
151,2.5167,2.597,20.482,0.0,0.4582,0.05,-1.28,0.03,2.384,-0.00039,0.02814,-1.85,0.0,0.00073,0.00515,2.54,2.34,2.31,2.34
152,2.5333,2.611,20.488,0.001,0.4586,0.06,-1.26,0.03,2.46,-0.00173,0.03238,-1.75,-1.75,9e-05,0.00444,2.51,2.46,2.42,2.46
153,2.55,2.625,20.494,0.001,0.4589,0.06,-1.26,0.03,2.456,-0.00354,0.03359,-1.29,-1.29,-0.00079,0.00352,2.53,2.25,2.51,2.52
154,2.5667,2.639,20.5,0.001,0.459,0.07,-1.26,0.03,2.746,-0.00447,0.03013,-0.77,-0.77,-0.00122,0.00302,2.58,3.36,2.55,2.49
155,2.5833,2.653,20.506,0.001,0.4587,0.07,-1.26,0.03,2.599,-0.00464,0.02274,-0.2,0.0,-0.00123,0.00286,2.59,2.63,2.65,2.52
156,2.6,2.667,20.512,0.001,0.4582,0.08,-1.26,0.04,2.682,-0.00469,0.01245,0.54,0.0,-0.00127,0.00285,2.64,2.76,2.64,2.68
157,2.6167,2.681,20.519,0.001,0.4575,0.07,-1.26,0.03,2.624,-0.00441,0.00494,0.98,0.0,-0.00126,0.00312,2.67,2.5,2.65,2.67
