f,t,cmd_vel,x,y,z,roll,pitch,yaw,wheel_mean,e,edot_f,tau_pd_raw,tau,qL,qR,wvFL,wvRL,wvFR,wvRR
69,1.15,0.998,20.075,-0.001,0.4476,0.07,-1.15,0.09,1.01,-0.0007,-0.00512,0.57,0.0,0.00175,0.00381,1.07,1.01,0.85,1.11
70,1.1667,1.006,20.078,-0.001,0.4471,0.07,-1.15,0.09,1.056,0.00039,0.00268,-0.3,0.0,0.00227,0.00439,1.08,1.04,0.95,1.15
71,1.1833,1.013,20.08,-0.001,0.4472,0.13,-1.16,0.09,0.8,-0.0008,0.00752,-0.29,0.0,0.0017,0.00378,0.67,0.71,0.62,1.2
72,1.2,1.02,20.082,-0.001,0.4475,0.12,-1.16,0.1,1.179,-0.00173,0.00975,-0.16,0.0,0.0012,0.00334,1.41,0.82,0.94,1.55
73,1.2167,1.027,20.084,-0.001,0.4477,0.11,-1.16,0.1,0.845,-0.00412,0.00825,0.66,0.0,0.0,0.00215,0.85,0.86,0.84,0.82
74,1.2333,1.034,20.086,-0.0,0.448,0.11,-1.16,0.1,0.903,-0.0064,0.00352,1.67,1.67,-0.00114,0.001,0.89,0.89,0.9,0.93
75,1.25,1.042,20.088,0.0,0.4482,0.1,-1.15,0.1,0.96,-0.00853,-0.00387,2.83,2.83,-0.00224,-3e-05,0.8,0.79,1.24,1.01
76,1.2667,1.049,20.09,0.001,0.4484,0.1,-1.15,0.1,0.945,-0.0096,-0.01256,3.76,3.76,-0.00281,-0.00052,0.87,0.83,1.09,0.99
77,1.2833,1.056,20.092,0.001,0.4487,0.09,-1.15,0.11,0.93,-0.00932,-0.02104,4.27,4.27,-0.00267,-0.00038,0.92,0.92,0.92,0.96
78,1.3,1.063,20.094,0.001,0.4489,0.09,-1.16,0.11,0.882,-0.00902,-0.02697,4.59,4.59,-0.00253,-0.00022,0.98,0.94,0.71,0.91
79,1.3167,1.071,20.097,0.001,0.449,0.08,-1.15,0.11,0.952,-0.0091,-0.03131,4.92,4.92,-0.00258,-0.00025,1.0,0.94,0.93,0.94
80,1.3333,1.078,20.099,0.001,0.4492,0.08,-1.15,0.11,0.94,-0.0092,-0.03279,5.06,5.06,-0.00264,-0.00029,0.94,0.93,0.92,0.98
81,1.35,1.085,20.101,0.001,0.4493,0.07,-1.15,0.11,1.077,-0.00916,-0.03169,4.97,4.97,-0.00263,-0.00026,0.96,1.45,0.95,0.94
82,1.3667,1.092,20.103,0.001,0.4494,0.07,-1.15,0.11,0.897,-0.00918,-0.02855,4.75,4.75,-0.00267,-0.00025,0.97,0.7,0.96,0.96
83,1.3833,1.099,20.106,0.001,0.4494,0.07,-1.15,0.11,1.083,-0.00871,-0.0242,4.31,4.31,-0.00243,-0.0,0.95,1.55,0.93,0.9
84,1.4,1.107,20.108,0.001,0.4495,0.07,-1.15,0.11,1.019,-0.00802,-0.01996,3.8,3.8,-0.0021,0.00036,0.98,1.19,0.94,0.96
85,1.4167,1.114,20.11,0.001,0.4495,0.07,-1.15,0.11,0.985,-0.00743,-0.01593,3.35,3.35,-0.00174,0.00058,0.94,1.06,1.0,0.94
86,1.4333,1.121,20.113,0.001,0.4494,0.07,-1.15,0.11,1.011,-0.00676,-0.01161,2.84,2.84,-0.00136,0.00087,0.96,1.08,1.0,1.0
87,1.45,1.128,20.115,0.0,0.4493,0.06,-1.15,0.1,1.037,-0.00609,-0.00702,2.32,2.32,-0.00104,0.00121,0.98,1.11,1.03,1.03
88,1.4667,1.136,20.118,0.0,0.4492,0.06,-1.15,0.1,1.066,-0.00543,-0.00234,1.79,1.79,-0.00072,0.00156,1.04,1.1,1.08,1.04
89,1.4833,1.143,20.121,0.0,0.449,0.06,-1.15,0.1,1.127,-0.00478,0.00247,1.26,0.0,-0.00039,0.00187,1.12,1.25,1.03,1.12
90,1.5,1.15,20.124,0.0,0.4487,0.06,-1.15,0.1,1.131,-0.00421,0.00679,0.79,0.0,-0.0001,0.00216,0.94,1.3,1.12,1.16
91,1.5167,1.157,20.126,0.0,0.4484,0.06,-1.15,0.1,1.194,-0.00367,0.01045,0.37,0.0,0.00017,0.00243,1.18,1.2,1.19,1.21
92,1.5333,1.164,20.129,-0.0,0.448,0.06,-1.15,0.1,1.161,-0.00307,0.01368,-0.04,0.0,0.00049,0.0027,1.13,1.16,1.14,1.21
93,1.55,1.172,20.132,-0.0,0.4475,0.06,-1.15,0.1,1.231,-0.00241,0.01651,-0.43,0.0,0.00082,0.00303,1.23,1.24,1.24,1.22
94,1.5667,1.179,20.136,-0.0,0.4471,0.05,-1.17,0.1,1.113,-0.00124,0.01952,-0.99,0.0,0.0014,0.00363,1.16,0.86,1.38,1.04
95,1.5833,1.186,20.138,0.0,0.4475,0.04,-1.17,0.1,0.993,-0.00312,0.01955,-0.43,0.0,0.00047,0.00268,0.95,1.02,0.94,1.07
96,1.6,1.193,20.14,0.0,0.4478,0.04,-1.16,0.1,1.349,-0.00538,0.01659,0.45,0.45,-0.0007,0.00158,0.94,1.07,1.02,2.36
97,1.6167,1.201,20.142,0.001,0.4481,0.05,-1.16,0.1,1.122,-0.00613,0.01262,0.96,0.96,-0.00102,0.00116,1.32,1.05,1.04,1.09
98,1.6333,1.208,20.145,0.001,0.4484,0.05,-1.15,0.1,1.039,-0.00584,0.00887,1.13,1.13,-0.00091,0.00134,0.96,1.08,1.07,1.05
99,1.65,1.215,20.148,0.001,0.4487,0.05,-1.15,0.1,1.036,-0.00557,0.00524,1.3,1.3,-0.00075,0.00145,1.14,0.94,0.94,1.11
100,1.6667,1.222,20.15,0.001,0.449,0.05,-1.15,0.1,1.099,-0.00582,0.00111,1.67,1.67,-0.00087,0.00133,1.06,1.1,1.19,1.03
101,1.6833,1.229,20.153,0.001,0.4492,0.06,-1.15,0.1,1.1,-0.00594,-0.00386,2.05,2.05,-0.00091,0.00125,1.1,1.09,1.12,1.08
102,1.7,1.237,20.155,0.001,0.4493,0.06,-1.15,0.09,1.148,-0.00609,-0.00645,2.28,2.28,-0.00099,0.00117,1.23,1.1,1.16,1.1
103,1.7167,1.244,20.158,0.001,0.4495,0.06,-1.15,0.09,1.08,-0.0062,-0.00652,2.32,2.32,-0.00103,0.0011,1.11,0.98,1.14,1.09
104,1.7333,1.251,20.161,0.001,0.4495,0.06,-1.15,0.09,1.154,-0.00633,-0.00594,2.31,2.31,-0.0011,0.00104,1.18,1.22,1.13,1.09
105,1.75,1.258,20.163,0.001,0.4495,0.06,-1.15,0.09,1.108,-0.00648,-0.00588,2.36,2.36,-0.00116,0.00095,1.06,1.13,1.23,1.01
106,1.7667,1.266,20.166,0.001,0.4495,0.07,-1.15,0.1,1.162,-0.00649,-0.00612,2.37,2.37,-0.0011,0.00089,1.11,1.17,1.23,1.15
107,1.7833,1.273,20.169,0.001,0.4494,0.07,-1.15,0.1,1.293,-0.00683,-0.00642,2.5,2.5,-0.00131,0.00075,1.15,1.63,1.15,1.24
108,1.8,1.28,20.172,0.001,0.4492,0.07,-1.15,0.09,0.889,-0.00677,-0.0065,2.49,2.49,-0.00135,0.00085,1.14,1.23,1.14,0.05
109,1.8167,1.287,20.175,0.001,0.449,0.07,-1.15,0.09,1.21,-0.00583,-0.00545,2.13,2.13,-0.00097,0.00141,1.24,1.17,1.19,1.24
110,1.8333,1.294,20.178,0.001,0.4488,0.07,-1.15,0.1,1.266,-0.00486,-0.00342,1.7,0.0,-0.00056,0.00197,1.28,1.23,1.22,1.34
111,1.85,1.302,20.181,0.0,0.4484,0.07,-1.15,0.1,1.327,-0.00401,-0.00062,1.25,0.0,-0.0002,0.00246,1.33,1.34,1.26,1.38
112,1.8667,1.309,20.184,0.0,0.448,0.07,-1.15,0.1,1.308,-0.00305,0.00298,0.71,0.0,0.00023,0.00299,1.35,1.24,1.28,1.36
113,1.8833,1.316,20.188,0.0,0.4476,0.09,-1.15,0.1,1.063,-0.00278,0.00644,0.38,0.0,0.00029,0.00321,1.23,1.29,1.13,0.6
114,1.9,1.323,20.19,0.0,0.4482,0.09,-1.12,0.1,1.111,-0.00383,0.00875,0.54,0.0,-0.0003,0.00274,1.0,1.09,1.29,1.06
115,1.9167,1.331,20.193,0.001,0.4487,0.09,-1.09,0.1,1.302,-0.0056,0.0089,1.06,1.06,-0.00124,0.00191,0.97,1.04,1.3,1.89
116,1.9333,1.338,20.195,0.001,0.4492,0.08,-1.05,0.1,1.127,-0.00763,0.00598,1.87,1.87,-0.00222,0.00086,1.0,1.2,1.28,1.03
117,1.95,1.345,20.198,0.002,0.4495,0.1,-1.02,0.1,1.113,-0.01015,-0.00017,3.06,3.06,-0.00356,-0.00032,1.06,1.1,1.22,1.08
118,1.9667,1.352,20.201,0.002,0.4499,0.1,-0.98,0.1,1.119,-0.01202,-0.00839,4.19,4.19,-0.00449,-0.00125,1.06,1.12,1.2,1.1
119,1.9833,1.359,20.204,0.002,0.4504,0.09,-0.95,0.1,1.12,-0.01223,-0.01683,4.85,4.85,-0.00459,-0.00137,0.78,1.23,1.19,1.27
120,2.0,1.367,20.206,0.002,0.4508,0.09,-0.92,0.1,1.18,-0.0108,-0.02306,4.85,4.85,-0.00388,-0.00065,1.14,1.22,1.17,1.19
121,2.0167,1.374,20.209,0.001,0.4512,0.11,-0.89,0.1,1.173,-0.00949,-0.02612,4.68,4.68,-0.00322,0.0,1.18,1.2,1.11,1.2
122,2.0333,1.381,20.213,0.001,0.4515,0.11,-0.86,0.1,1.201,-0.00787,-0.02532,4.13,4.13,-0.00241,0.00081,1.16,1.25,1.17,1.21
123,2.05,1.388,20.216,0.001,0.4518,0.11,-0.83,0.1,1.255,-0.00653,-0.02115,3.44,3.44,-0.00175,0.00149,1.23,1.24,1.23,1.32
124,2.0667,1.396,20.219,0.001,0.452,0.11,-0.79,0.1,1.24,-0.00548,-0.01381,2.61,2.61,-0.00124,0.00203,1.22,1.25,1.24,1.26
125,2.0833,1.403,20.222,0.001,0.4522,0.11,-0.77,0.1,1.274,-0.00548,-0.00543,2.02,2.02,-0.00124,0.00203,1.25,1.28,1.23,1.35
126,2.1,1.41,20.225,0.001,0.4523,0.12,-0.74,0.1,1.337,-0.00628,0.00134,1.79,1.79,-0.00164,0.00162,1.31,1.31,1.3,1.43
127,2.1167,1.417,20.229,0.001,0.4524,0.12,-0.72,0.1,1.281,-0.00719,0.00489,1.81,1.81,-0.00209,0.00117,1.28,1.34,1.39,1.12
128,2.1333,1.424,20.232,0.001,0.4523,0.12,-0.69,0.1,1.341,-0.00817,0.00567,2.05,2.05,-0.00258,0.00068,1.33,1.38,1.31,1.34
129,2.15,1.432,20.236,0.001,0.4522,0.13,-0.66,0.1,1.391,-0.00899,0.00384,2.43,2.43,-0.00298,0.00026,1.51,1.38,1.26,1.41
130,2.1667,1.439,20.239,0.001,0.452,0.13,-0.63,0.1,1.411,-0.00929,0.00054,2.75,2.75,-0.00313,0.00011,1.41,1.41,1.42,1.41
131,2.1833,1.446,20.243,0.001,0.4517,0.13,-0.6,0.1,1.437,-0.00903,-0.00318,2.93,2.93,-0.00299,0.00023,1.43,1.43,1.45,1.44
132,2.2,1.453,20.246,0.001,0.4519,0.17,-0.62,0.09,1.345,-0.01073,-0.0082,3.79,3.79,-0.00388,-0.00058,1.19,1.4,1.56,1.22
133,2.2167,1.461,20.249,0.002,0.4524,0.14,-0.6,0.09,1.298,-0.0117,-0.01278,4.4,4.4,-0.00435,-0.00107,1.32,1.32,1.27,1.29
134,2.2333,1.468,20.253,0.002,0.4527,0.13,-0.61,0.09,1.256,-0.01378,-0.01803,5.4,5.4,-0.00543,-0.00208,1.29,1.19,1.26,1.28
135,2.25,1.475,20.256,0.003,0.4529,0.12,-0.61,0.09,1.256,-0.01556,-0.02347,6.31,6.31,-0.00635,-0.00294,1.28,1.26,1.26,1.23
136,2.2667,1.482,20.259,0.003,0.4531,0.11,-0.6,0.09,1.31,-0.01729,-0.0292,7.23,7.23,-0.00725,-0.00377,1.3,1.45,1.28,1.2
137,2.2833,1.489,20.262,0.003,0.4532,0.09,-0.6,0.08,1.289,-0.0189,-0.03558,8.16,8.16,-0.00808,-0.00455,1.33,1.33,1.31,1.18
138,2.3,1.497,20.265,0.003,0.4534,0.09,-0.6,0.08,1.233,-0.01893,-0.04148,8.58,8.58,-0.00808,-0.00458,1.26,1.33,1.25,1.09
139,2.3167,1.504,20.269,0.003,0.4536,0.09,-0.6,0.08,1.262,-0.0159,-0.04182,7.7,7.7,-0.00655,-0.00309,1.2,1.3,1.27,1.28
140,2.3333,1.511,20.272,0.002,0.4537,0.09,-0.6,0.08,1.265,-0.014,-0.03917,6.94,6.94,-0.00557,-0.00215,1.3,1.26,1.2,1.31
141,2.35,1.518,20.275,0.002,0.4538,0.09,-0.6,0.08,1.317,-0.01293,-0.0336,6.23,6.23,-0.00503,-0.00163,1.31,1.37,1.24,1.35
142,2.3667,1.526,20.278,0.002,0.4538,0.09,-0.6,0.08,1.364,-0.01185,-0.02575,5.36,5.36,-0.00444,-0.00114,1.33,1.42,1.36,1.35
143,2.3833,1.533,20.282,0.002,0.4537,0.09,-0.6,0.08,1.432,-0.01051,-0.01569,4.25,4.25,-0.0038,-0.00044,1.37,1.52,1.43,1.41
144,2.4,1.54,20.285,0.002,0.4535,0.09,-0.6,0.08,1.449,-0.00865,-0.00326,2.82,2.82,-0.00288,0.00051,1.41,1.47,1.47,1.45
145,2.4167,1.547,20.289,0.001,0.4532,0.09,-0.6,0.08,1.46,-0.00634,0.01007,1.2,1.2,-0.00174,0.00167,1.39,1.49,1.46,1.5
146,2.4333,1.554,20.293,0.001,0.4528,0.09,-0.6,0.08,1.527,-0.00415,0.02095,-0.22,0.0,-0.00065,0.00277,1.57,1.5,1.49,1.55
147,2.45,1.562,20.297,0.0,0.4523,0.09,-0.6,0.08,1.536,-0.00202,0.03076,-1.55,-1.55,0.00043,0.00383,1.39,1.58,1.59,1.6
148,2.4667,1.569,20.301,-0.0,0.4518,0.11,-0.59,0.08,1.412,-0.00063,0.03972,-2.59,-2.59,0.00109,0.00455,2.03,0.87,1.23,1.51
149,2.4833,1.576,20.304,-0.0,0.452,0.17,-0.63,0.07,0.456,-0.00288,0.04418,-2.23,-2.23,-9e-05,0.00348,0.83,1.3,-1.34,1.03
150,2.5,1.583,20.307,0.0,0.4528,0.15,-0.65,0.07,1.41,-0.00433,0.04524,-1.87,-1.87,-0.00079,0.00273,1.38,1.32,1.45,1.48
151,2.5167,1.591,20.31,0.001,0.4534,0.15,-0.71,0.07,1.343,-0.00699,0.04151,-0.81,-0.81,-0.00219,0.00147,1.25,1.31,1.47,1.34
152,2.5333,1.598,20.313,0.001,0.454,0.13,-0.75,0.07,1.414,-0.00915,0.03365,0.39,0.39,-0.00326,0.00039,1.34,1.39,1.47,1.46
153,2.55,1.605,20.316,0.002,0.4544,0.12,-0.77,0.07,1.544,-0.0113,0.02226,1.83,1.83,-0.00435,-0.00068,1.61,1.5,1.49,1.58
154,2.5667,1.612,20.319,0.003,0.4549,0.1,-0.81,0.07,1.483,-0.01365,0.00762,3.56,3.56,-0.0055,-0.00188,1.47,1.45,1.54,1.48
155,2.5833,1.619,20.322,0.003,0.4554,0.08,-0.87,0.07,1.42,-0.01345,-0.00648,4.49,4.49,-0.00537,-0.0018,1.45,1.23,1.49,1.5
156,2.6,1.627,20.325,0.002,0.4559,0.07,-0.91,0.07,1.447,-0.01118,-0.01423,4.35,4.35,-0.00424,-0.00066,1.34,1.4,1.66,1.39
