f,t,cmd_vel,x,y,z,roll,pitch,yaw,wheel_mean,e,edot_f,tau_pd_raw,tau,qL,qR,wvFL,wvRL,wvFR,wvRR
628,10.4667,5.036,23.896,0.014,0.5444,0.22,-1.94,0.1,3.981,-0.01201,-0.03217,5.86,5.86,-0.0058,6e-05,3.61,4.27,3.47,4.58
629,10.4833,5.043,23.908,0.014,0.5452,0.17,-1.91,0.1,5.253,-0.01119,-0.02554,5.15,5.15,-0.00546,0.00054,4.95,4.76,4.85,6.45
630,10.5,5.05,23.92,0.014,0.5454,0.16,-1.89,0.11,4.836,-0.01212,-0.01826,4.91,4.91,-0.00548,-0.00037,4.78,4.72,4.81,5.04
631,10.5167,5.057,23.931,0.014,0.5452,0.2,-1.92,0.1,5.023,-0.01313,-0.01368,4.9,4.9,-0.00587,-0.00099,5.19,4.93,4.86,5.12
632,10.5333,5.064,23.943,0.014,0.5443,0.22,-2.0,0.1,4.916,-0.01345,-0.00839,4.62,4.62,-0.00573,-0.00145,5.06,4.68,4.86,5.06
633,10.55,5.072,23.954,0.014,0.5444,0.1,-1.96,0.09,4.18,-0.00954,-0.00027,2.88,2.88,-0.0035,0.00022,3.57,3.52,4.82,4.82
634,10.5667,5.079,23.966,0.014,0.5449,0.1,-1.83,0.15,4.867,-0.01015,0.00268,2.86,2.86,-0.00236,-0.00153,4.99,4.62,4.88,4.97
635,10.5833,5.086,23.978,0.014,0.5451,0.15,-1.84,0.18,5.049,-0.01111,0.00329,3.1,3.1,-0.00231,-0.00253,4.95,5.34,4.93,4.97
636,10.6,5.093,23.99,0.014,0.545,0.2,-1.94,0.14,5.075,-0.01054,0.00357,2.91,2.91,-0.00244,-0.00183,4.91,5.51,4.87,5.01
637,10.6167,5.101,24.002,0.014,0.5441,0.21,-2.05,0.12,5.052,-0.01002,0.0053,2.63,2.63,-0.00287,-0.00088,4.95,5.19,5.05,5.01
638,10.6333,5.108,24.013,0.014,0.5441,0.14,-1.95,0.11,5.255,-0.00882,0.00909,2.01,2.01,-0.00264,9e-05,6.26,5.88,4.73,4.16
639,10.65,5.115,24.025,0.014,0.5452,0.18,-1.93,0.1,4.918,-0.01266,0.00881,3.18,3.18,-0.00464,-0.00175,5.01,4.88,4.72,5.06
640,10.6667,5.122,24.037,0.014,0.5452,0.21,-1.91,0.1,4.925,-0.01355,0.00364,3.81,3.81,-0.00499,-0.00229,4.95,5.08,4.86,4.81
641,10.6833,5.129,24.049,0.014,0.5453,0.19,-1.91,0.1,4.914,-0.00969,0.00368,2.65,2.65,-0.00316,-0.00026,4.9,4.92,4.98,4.86
642,10.7,5.137,24.061,0.013,0.5448,0.15,-1.91,0.13,4.499,-0.0068,0.00767,1.5,1.5,-0.00223,0.0017,3.0,5.04,5.02,4.93
643,10.7167,5.144,24.073,0.014,0.5445,0.1,-1.87,0.14,5.598,-0.00528,0.01216,0.73,0.73,-0.00126,0.00225,5.19,6.09,5.95,5.16
644,10.7333,5.151,24.085,0.014,0.5454,0.16,-1.9,0.14,5.093,-0.00781,0.01297,1.44,1.44,-0.00238,0.00084,5.13,5.08,5.16,5.0
645,10.75,5.158,24.097,0.014,0.5452,0.19,-1.92,0.13,5.205,-0.00925,0.01097,2.01,2.01,-0.00308,0.0001,5.57,4.97,5.08,5.2
646,10.7667,5.166,24.109,0.014,0.5444,0.2,-1.98,0.12,5.473,-0.00868,0.01375,1.64,1.64,-0.00266,0.00025,6.6,4.99,5.1,5.19
647,10.7833,5.173,24.121,0.014,0.5442,0.15,-1.96,0.12,4.161,-0.00575,0.02013,0.32,0.32,-0.00107,0.0016,3.31,4.08,5.13,4.13
648,10.8,5.18,24.132,0.014,0.5451,0.13,-1.89,0.13,5.013,-0.00822,0.01922,1.12,1.12,-0.00211,0.00016,5.13,4.91,4.86,5.15
649,10.8167,5.187,24.144,0.015,0.5453,0.15,-1.88,0.14,5.039,-0.01143,0.01215,2.58,2.58,-0.00371,-0.00145,4.12,5.17,5.74,5.12
650,10.8333,5.194,24.156,0.015,0.5451,0.21,-1.93,0.13,5.073,-0.01363,0.00211,3.94,3.94,-0.00469,-0.00266,5.09,4.97,5.09,5.14
651,10.85,5.202,24.168,0.015,0.5439,0.25,-1.98,0.12,4.789,-0.01387,-0.00437,4.47,4.47,-0.00448,-0.00311,4.85,4.52,4.87,4.91
652,10.8667,5.209,24.18,0.015,0.5454,0.18,-1.7,0.12,6.067,-0.0113,-0.00596,3.81,3.81,-0.00302,-0.00201,14.8,4.15,1.33,3.99
653,10.8833,5.216,24.191,0.015,0.5482,0.16,-1.5,0.13,4.788,-0.01059,-0.00721,3.68,3.68,-0.00222,-0.0021,4.91,4.83,4.39,5.02
654,10.9,5.223,24.204,0.015,0.5499,0.21,-1.33,0.14,4.722,-0.01165,-0.01241,4.36,4.36,-0.00263,-0.00275,5.02,4.7,4.48,4.69
655,10.9167,5.231,24.216,0.015,0.5509,0.23,-1.17,0.14,4.942,-0.01092,-0.0137,4.24,4.24,-0.00225,-0.00241,4.83,5.0,5.07,4.87
656,10.9333,5.238,24.229,0.014,0.5511,0.24,-1.03,0.13,4.826,-0.00931,-0.00988,3.48,3.48,-0.00142,-0.00162,4.46,4.62,4.98,5.25
657,10.95,5.245,24.242,0.014,0.5523,0.18,-0.97,0.12,5.18,-0.00737,-0.00225,2.37,2.37,-0.0005,-0.00059,5.21,5.23,5.21,5.07
658,10.9667,5.252,24.254,0.014,0.5527,0.18,-0.98,0.12,5.17,-0.00857,0.00346,2.33,2.33,-0.00111,-0.0012,5.13,5.02,5.39,5.14
659,10.9833,5.259,24.267,0.015,0.5524,0.22,-0.98,0.11,5.222,-0.00962,0.00477,2.55,2.55,-0.00173,-0.00163,5.14,5.4,5.22,5.13
660,11.0,5.267,24.279,0.014,0.5513,0.28,-1.02,0.1,5.341,-0.00961,0.00521,2.52,2.52,-0.00166,-0.00168,5.48,5.33,5.27,5.29
661,11.0167,5.274,24.291,0.014,0.5519,0.17,-0.97,0.08,6.353,-0.00542,0.01099,0.86,0.86,6e-05,0.00079,4.88,6.84,6.14,7.56
662,11.0333,5.281,24.302,0.015,0.5547,0.14,-1.21,-0.0,5.21,-0.00793,0.01275,1.48,1.48,-0.00277,0.00111,5.23,5.08,5.28,5.25
663,11.05,5.288,24.312,0.015,0.5566,0.13,-1.44,-0.02,5.016,-0.0102,0.01031,2.34,2.34,-0.00405,0.00012,5.06,4.69,5.1,5.22
664,11.0667,5.296,24.322,0.015,0.5579,0.18,-1.68,-0.03,5.121,-0.01152,0.0048,3.12,3.12,-0.00456,-0.00068,5.2,5.04,5.06,5.18
665,11.0833,5.303,24.333,0.015,0.5582,0.26,-1.96,-0.04,4.468,-0.01267,1e-05,3.8,3.8,-0.00519,-0.00121,4.9,4.69,4.75,3.54
666,11.1,5.31,24.343,0.015,0.5593,0.18,-1.96,-0.03,4.61,-0.00982,-0.00019,2.96,2.96,-0.00363,8e-05,5.04,4.55,4.38,4.46
667,11.1167,5.317,24.355,0.015,0.5602,0.16,-1.97,-0.03,4.988,-0.01089,-0.00149,3.37,3.37,-0.00417,-0.00045,5.13,4.96,4.76,5.1
668,11.1333,5.324,24.367,0.016,0.5604,0.19,-1.98,-0.04,5.136,-0.01227,-0.00836,4.27,4.27,-0.00497,-0.00103,5.33,5.16,4.92,5.13
669,11.15,5.332,24.38,0.015,0.5598,0.26,-2.0,-0.04,5.102,-0.01168,-0.01122,4.29,4.29,-0.00458,-0.00083,5.11,5.1,5.01,5.18
670,11.1667,5.339,24.392,0.015,0.5592,0.23,-1.96,-0.05,4.87,-0.00798,-0.00759,2.92,2.92,-0.00238,0.00067,4.62,5.12,5.07,4.66
671,11.1833,5.346,24.404,0.015,0.5591,0.07,-1.92,-0.06,5.528,-0.00443,0.00062,1.28,0.0,-0.00063,0.00248,6.09,5.35,5.34,5.33
672,11.2,5.353,24.416,0.016,0.5601,0.13,-1.94,-0.06,5.706,-0.00958,0.00372,2.61,2.61,-0.00336,5e-05,6.54,5.09,5.83,5.36
673,11.2167,5.361,24.429,0.015,0.5602,0.19,-1.96,-0.05,5.214,-0.01105,0.00201,3.18,3.18,-0.00369,-0.00109,5.23,5.19,5.18,5.26
674,11.2333,5.368,24.441,0.015,0.5598,0.25,-2.07,-0.07,5.391,-0.00936,0.00335,2.57,2.57,-0.00296,-0.00012,5.36,5.71,5.27,5.23
675,11.25,5.375,24.453,0.015,0.5586,0.07,-2.02,-0.12,3.775,-0.0036,0.01187,0.25,0.0,-0.00048,0.00315,5.29,4.0,1.35,4.46
676,11.2667,5.382,24.466,0.015,0.5597,0.09,-1.97,-0.12,5.388,-0.00808,0.01415,1.43,1.43,-0.00282,0.00101,5.45,5.38,5.39,5.33
677,11.2833,5.389,24.478,0.015,0.5603,0.14,-2.03,-0.13,5.237,-0.01065,0.0097,2.52,2.52,-0.00405,-0.00033,5.19,5.25,5.32,5.18
678,11.3,5.397,24.49,0.015,0.5603,0.14,-2.03,-0.12,5.169,-0.00741,0.00547,1.84,1.84,-0.00252,0.00138,5.12,5.35,5.35,4.86
679,11.3167,5.404,24.503,0.014,0.5596,0.08,-2.03,-0.11,4.929,-0.00266,0.01193,-0.04,0.0,-0.00036,0.00396,3.85,5.37,5.35,5.16
680,11.3333,5.411,24.515,0.015,0.5592,0.07,-1.94,-0.1,5.977,-0.0041,0.01765,-0.01,0.0,-0.00096,0.00313,6.43,5.13,6.63,5.71
681,11.35,5.418,24.528,0.015,0.5603,0.14,-1.97,-0.11,5.331,-0.00791,0.01703,1.18,1.18,-0.00295,0.00131,5.14,5.27,5.43,5.49
682,11.3667,5.426,24.54,0.015,0.5603,0.22,-2.0,-0.1,5.779,-0.00872,0.00972,1.93,1.93,-0.00317,0.00073,5.35,5.28,7.25,5.23
683,11.3833,5.433,24.553,0.014,0.5592,0.28,-2.02,-0.12,5.26,-0.00878,0.00783,2.09,2.09,-0.00302,0.00051,5.28,4.22,5.69,5.86
684,11.4,5.44,24.565,0.014,0.5589,0.12,-1.98,-0.13,4.537,-0.00131,0.0165,-0.76,0.0,0.00089,0.00407,4.72,2.88,4.97,5.58
685,11.4167,5.447,24.578,0.015,0.5601,0.09,-1.94,-0.13,5.535,-0.00462,0.01739,0.17,0.0,-0.00072,0.00237,5.75,5.98,4.99,5.41
686,11.4333,5.454,24.591,0.015,0.5604,0.17,-1.98,-0.18,5.622,-0.00907,0.00871,2.11,2.11,-0.00405,0.00124,5.22,4.92,7.69,4.66
687,11.45,5.462,24.603,0.015,0.5598,0.25,-2.0,-0.14,5.415,-0.01092,0.00064,3.23,3.23,-0.00359,-0.00106,5.14,5.11,6.03,5.38
688,11.4667,5.469,24.616,0.014,0.5591,0.22,-1.98,-0.17,4.942,-0.0079,0.00057,2.33,2.33,-0.00161,-2e-05,4.83,4.82,5.24,4.87
689,11.4833,5.476,24.628,0.015,0.5599,0.1,-2.0,-0.17,5.302,-0.00733,0.00193,2.06,2.06,-0.00165,0.00059,5.2,5.39,5.41,5.21
690,11.5,5.483,24.64,0.015,0.5603,0.17,-1.97,-0.18,5.08,-0.01158,-0.00118,3.56,3.56,-0.00393,-0.00138,5.7,5.11,3.72,5.79
691,11.5167,5.491,24.653,0.015,0.5601,0.23,-1.98,-0.18,5.416,-0.01237,-0.01242,4.58,4.58,-0.00409,-0.00201,5.47,4.48,6.65,5.06
692,11.5333,5.498,24.666,0.014,0.559,0.28,-2.01,-0.17,5.404,-0.01098,-0.01747,4.52,4.52,-0.00362,-0.00108,5.28,5.65,5.3,5.38
693,11.55,5.505,24.678,0.014,0.5612,0.28,-1.83,-0.15,4.725,-0.01051,-0.01686,4.33,4.33,-0.00297,-0.00127,5.29,4.89,3.92,4.81
694,11.5667,5.512,24.69,0.014,0.5638,0.27,-1.61,-0.14,5.041,-0.01138,-0.0153,4.48,4.48,-0.00318,-0.00193,5.31,4.9,5.0,4.96
695,11.5833,5.519,24.703,0.015,0.5655,0.26,-1.39,-0.14,5.062,-0.01222,-0.01791,4.92,4.92,-0.00356,-0.00239,5.29,4.92,5.05,4.99
696,11.6,5.527,24.717,0.015,0.5662,0.25,-1.17,-0.13,5.184,-0.01238,-0.02095,5.18,5.18,-0.0037,-0.0024,5.31,5.02,5.22,5.19
697,11.6167,5.534,24.731,0.015,0.5663,0.21,-0.97,-0.15,4.577,-0.01166,-0.01852,4.79,4.79,-0.00331,-0.00208,4.32,4.63,3.52,5.84
698,11.6333,5.541,24.744,0.015,0.5677,0.17,-0.99,-0.08,5.436,-0.01434,-0.01833,5.59,5.59,-0.00602,-0.00205,5.35,5.27,5.34,5.79
699,11.65,5.548,24.757,0.016,0.568,0.18,-1.0,-0.08,5.258,-0.01709,-0.02242,6.7,6.7,-0.00721,-0.00361,4.93,5.37,5.38,5.35
700,11.6667,5.556,24.77,0.016,0.5677,0.25,-1.02,-0.08,5.479,-0.01774,-0.02716,7.22,7.22,-0.00766,-0.00382,5.51,4.96,5.27,6.18
701,11.6833,5.563,24.783,0.015,0.5662,0.29,-1.03,-0.07,4.84,-0.01622,-0.02889,6.89,6.89,-0.00661,-0.00334,5.26,5.23,3.73,5.14
702,11.7,5.57,24.795,0.015,0.5681,0.17,-1.13,-0.09,5.769,-0.01338,-0.02661,5.88,5.88,-0.00493,-0.00217,6.16,5.49,6.25,5.17
703,11.7167,5.577,24.806,0.015,0.5709,0.17,-1.4,-0.1,5.346,-0.01337,-0.02444,5.72,5.72,-0.00503,-0.00207,5.35,5.08,5.9,5.06
704,11.7333,5.584,24.816,0.015,0.5727,0.21,-1.65,-0.11,5.233,-0.01385,-0.02376,5.82,5.82,-0.00545,-0.00213,5.31,5.05,5.23,5.35
705,11.75,5.592,24.827,0.015,0.5737,0.29,-1.9,-0.11,5.313,-0.0136,-0.02014,5.49,5.49,-0.00523,-0.0021,5.31,5.14,5.16,5.64
706,11.7667,5.599,24.839,0.014,0.5738,0.16,-1.98,-0.16,5.044,-0.00856,-0.00895,3.19,3.19,-0.0026,0.00031,-0.32,7.39,8.73,4.37
707,11.7833,5.606,24.85,0.015,0.5751,0.07,-2.07,-0.16,4.77,-0.01026,-0.00018,3.09,3.09,-0.00344,-0.00055,4.49,4.66,5.53,4.4
708,11.8,5.613,24.862,0.015,0.5758,0.18,-2.06,-0.16,5.224,-0.01537,0.00072,4.56,4.56,-0.00609,-0.00301,5.09,5.12,5.49,5.2
709,11.8167,5.621,24.875,0.015,0.5759,0.23,-2.09,-0.17,5.974,-0.01445,-0.00046,4.37,4.37,-0.00556,-0.00262,5.36,6.14,5.75,6.65
710,11.8333,5.628,24.888,0.014,0.5753,0.31,-2.22,-0.16,5.356,-0.01349,-0.00053,4.08,4.08,-0.00466,-0.00256,5.39,5.11,5.52,5.4
711,11.85,5.635,24.901,0.014,0.5744,0.09,-2.13,-0.17,6.011,-0.00491,0.00873,0.86,1.08,-0.00051,0.00187,7.34,5.35,5.78,5.57
712,11.8667,5.642,24.914,0.015,0.5757,0.14,-2.12,-0.15,5.476,-0.01113,0.01022,2.62,2.62,-0.00367,-0.0012,5.5,5.42,5.55,5.43
713,11.8833,5.649,24.927,0.015,0.5758,0.23,-2.08,-0.15,5.579,-0.01379,0.00361,3.88,3.88,-0.00494,-0.00258,5.45,5.63,6.45,4.78
714,11.9,5.657,24.94,0.014,0.5755,0.19,-2.01,-0.13,4.916,-0.0097,0.00376,2.65,2.65,-0.00319,-0.00023,3.26,5.56,5.56,5.29
715,11.9167,5.664,24.954,0.014,0.5745,0.09,-2.06,-0.14,5.594,-0.00613,0.01281,0.94,0.94,-0.00152,0.00167,6.44,4.13,6.32,5.49
716,11.9333,5.671,24.966,0.014,0.5758,0.12,-2.09,-0.16,5.233,-0.0104,0.01543,2.04,2.04,-0.00345,-0.00068,5.18,5.26,5.64,4.85
717,11.95,5.678,24.979,0.014,0.5759,0.2,-2.06,-0.16,5.506,-0.01247,0.01463,2.72,2.72,-0.00446,-0.00174,5.88,5.43,5.37,5.34
718,11.9667,5.686,24.993,0.014,0.5752,0.25,-2.05,-0.17,5.71,-0.01169,0.00591,3.09,3.09,-0.00407,-0.00135,5.42,6.28,5.57,5.57
719,11.9833,5.693,25.006,0.014,0.5748,0.22,-2.16,-0.18,5.372,-0.00938,0.007,2.32,2.32,-0.00306,-5e-05,5.29,5.18,5.13,5.89
720,12.0,5.7,25.019,0.014,0.5754,0.12,-2.09,-0.17,5.43,-0.00981,0.01026,2.23,2.23,-0.00321,-0.00033,5.54,5.24,5.14,5.8
721,12.0167,5.707,25.032,0.015,0.5761,0.16,-2.09,-0.17,5.422,-0.01414,0.00445,3.93,3.93,-0.00517,-0.0027,5.32,5.36,5.62,5.39
722,12.0333,5.714,25.045,0.015,0.5755,0.25,-2.06,-0.17,5.493,-0.01554,-0.00576,5.07,5.07,-0.00608,-0.00319,5.56,6.31,5.55,4.55
723,12.05,5.722,25.058,0.014,0.5742,0.27,-2.05,-0.17,5.756,-0.01411,-0.00889,4.86,4.86,-0.00513,-0.00271,5.01,5.61,6.85,5.57
724,12.0667,5.729,25.071,0.014,0.5755,0.09,-2.14,-0.16,5.454,-0.00939,-0.00465,3.14,3.14,-0.00275,-0.00037,5.36,5.55,5.53,5.38
725,12.0833,5.736,25.084,0.015,0.576,0.15,-2.08,-0.12,5.327,-0.0128,-0.00524,4.21,4.21,-0.00455,-0.00197,4.95,5.3,5.56,5.5
726,12.1,5.743,25.097,0.015,0.5758,0.22,-2.05,-0.13,5.826,-0.01436,-0.00973,4.99,4.99,-0.00562,-0.00246,5.54,6.28,5.71,5.78
727,12.1167,5.751,25.111,0.014,0.5747,0.26,-2.07,-0.15,6.09,-0.01343,-0.01228,4.89,4.89,-0.00513,-0.00203,5.26,6.33,7.17,5.61
728,12.1333,5.758,25.123,0.014,0.5752,0.2,-2.16,-0.15,5.2,-0.01251,-0.00914,4.39,4.39,-0.00489,-0.00135,5.48,5.17,5.19,4.96
729,12.15,5.765,25.136,0.015,0.5758,0.16,-2.09,-0.13,5.345,-0.01221,-0.00461,3.99,3.99,-0.00486,-0.00108,5.35,5.25,5.56,5.22
730,12.1667,5.772,25.15,0.015,0.5759,0.21,-2.08,-0.13,6.194,-0.01327,-0.00319,4.2,4.2,-0.00551,-0.00149,6.42,5.35,5.62,7.38
731,12.1833,5.779,25.163,0.014,0.5747,0.29,-2.03,-0.13,6.08,-0.0138,-0.00735,4.66,4.66,-0.00605,-0.00148,7.58,5.68,3.49,7.57
732,12.2,5.787,25.176,0.014,0.5769,0.28,-1.98,-0.15,4.652,-0.01262,-0.00629,4.23,4.23,-0.00577,-0.00058,5.54,5.17,3.49,4.41
733,12.2167,5.794,25.189,0.014,0.5795,0.26,-1.72,-0.14,5.181,-0.01106,-0.00214,3.47,3.47,-0.00496,0.00017,5.57,5.2,4.8,5.15
734,12.2333,5.801,25.202,0.014,0.5811,0.25,-1.45,-0.13,5.581,-0.01003,0.00161,2.9,2.9,-0.00452,0.00076,5.61,5.25,6.21,5.25
735,12.25,5.808,25.217,0.014,0.5817,0.24,-1.2,-0.14,6.654,-0.00955,0.00446,2.55,2.55,-0.00423,0.00094,8.68,6.57,5.69,5.68
736,12.2667,5.816,25.231,0.014,0.5828,0.17,-1.14,-0.12,5.788,-0.00704,0.00924,1.47,1.47,-0.00259,0.00182,5.75,5.82,5.87,5.71
737,12.2833,5.823,25.245,0.014,0.5838,0.16,-1.09,-0.12,5.558,-0.0089,0.01262,1.79,1.79,-0.00336,0.00073,5.71,5.6,5.56,5.37
738,12.3,5.83,25.259,0.015,0.5841,0.17,-1.07,-0.12,5.751,-0.00999,0.01503,1.94,1.94,-0.00389,0.00017,5.8,5.78,5.75,5.67
739,12.3167,5.837,25.273,0.014,0.5832,0.25,-0.99,-0.12,5.925,-0.01115,0.01474,2.31,2.31,-0.00458,-0.00029,6.14,5.5,5.74,6.32
740,12.3333,5.844,25.287,0.014,0.5831,0.2,-1.09,-0.14,6.876,-0.00602,0.01815,0.54,0.54,-0.00221,0.00246,5.78,6.15,10.2,5.37
741,12.35,5.852,25.297,0.014,0.5857,0.07,-1.43,-0.14,5.538,-0.00355,0.02264,-0.52,0.0,-0.00098,0.0037,5.64,6.0,5.88,4.63
742,12.3667,5.859,25.308,0.014,0.5883,0.12,-1.67,-0.13,5.596,-0.00561,0.02398,0.0,0.0,-0.002,0.00266,5.84,5.34,5.82,5.38
743,12.3833,5.866,25.319,0.014,0.5904,0.22,-1.93,-0.13,5.647,-0.00769,0.02043,0.88,0.88,-0.00295,0.00153,5.84,5.62,5.73,5.39
744,12.4,5.873,25.331,0.014,0.5914,0.32,-2.2,-0.14,5.663,-0.00894,0.01794,1.43,1.43,-0.00338,0.00071,5.83,5.67,5.61,5.55
745,12.4167,5.881,25.343,0.013,0.5913,0.15,-2.27,-0.18,5.538,-0.00331,0.02266,-0.59,0.0,-0.00108,0.00405,5.83,5.96,5.89,4.47
746,12.4333,5.888,25.355,0.014,0.592,0.09,-2.25,-0.18,5.213,-0.00424,0.02705,-0.62,0.0,-0.00151,0.00354,4.97,5.12,5.86,4.9
747,12.45,5.895,25.369,0.014,0.592,0.14,-2.17,-0.18,5.576,-0.00747,0.02231,0.68,0.68,-0.00303,0.00183,5.44,5.54,5.88,5.44
748,12.4667,5.902,25.383,0.014,0.5911,0.16,-2.07,-0.18,5.595,-0.00637,0.01674,0.74,0.74,-0.00241,0.00232,5.66,5.32,5.83,5.57
749,12.4833,5.909,25.397,0.013,0.5914,0.11,-2.19,-0.18,5.881,-0.00359,0.01681,-0.1,0.0,-0.00146,0.00415,6.23,5.74,5.56,5.99
750,12.5,5.917,25.41,0.013,0.5923,0.07,-2.25,-0.19,5.356,-0.00291,0.01972,-0.51,0.0,-0.00103,0.00439,5.29,5.24,5.86,5.04
751,12.5167,5.924,25.424,0.013,0.5923,0.16,-2.15,-0.18,5.79,-0.00601,0.02037,0.38,0.38,-0.00249,0.00276,6.24,5.52,5.92,5.47
752,12.5333,5.931,25.438,0.013,0.5913,0.23,-2.09,-0.19,6.512,-0.00688,0.01425,1.07,1.07,-0.00268,0.00207,6.2,7.07,7.25,5.53
753,12.55,5.938,25.451,0.013,0.5916,0.21,-2.28,-0.23,5.834,-0.00539,0.01135,0.82,0.82,-0.00203,0.0029,5.89,5.57,5.96,5.91
754,12.5667,5.946,25.464,0.013,0.5919,0.12,-2.23,-0.22,5.543,-0.0036,0.01396,0.1,0.0,-0.00121,0.00387,5.35,5.2,5.88,5.73
755,12.5833,5.953,25.478,0.014,0.5923,0.16,-2.16,-0.2,5.861,-0.00729,0.01134,1.39,1.39,-0.00309,0.00207,6.12,5.6,5.92,5.79
756,12.6,5.96,25.492,0.014,0.5912,0.23,-2.05,-0.2,6.442,-0.01013,0.00325,2.81,2.81,-0.00455,0.0007,8.33,5.62,4.33,7.49
757,12.6167,5.967,25.506,0.013,0.5916,0.19,-2.18,-0.22,6.103,-0.00573,-4e-05,1.72,1.72,-0.00241,0.00294,6.11,6.37,6.08,5.84
758,12.6333,5.974,25.519,0.014,0.592,0.06,-2.27,-0.24,5.097,-0.00425,0.00177,1.15,0.0,-0.0017,0.00372,4.31,4.84,5.81,5.42
759,12.65,5.982,25.533,0.014,0.5923,0.14,-2.17,-0.18,5.67,-0.00797,0.00045,2.36,2.36,-0.00367,0.00197,5.73,5.17,5.95,5.83
760,12.6667,5.989,25.547,0.014,0.5914,0.22,-2.08,-0.15,6.466,-0.01129,-0.00567,3.78,3.78,-0.00448,-0.00054,5.69,6.54,6.29,7.34
761,12.6833,5.996,25.561,0.014,0.5919,0.18,-2.22,-0.17,5.961,-0.00965,-0.0112,3.68,3.68,-0.00377,0.00039,5.8,6.17,6.0,5.87
762,12.7,6.003,25.574,0.014,0.5918,0.2,-2.24,-0.17,5.305,-0.01149,-0.01418,4.44,4.44,-0.00479,-0.00043,5.8,5.09,5.22,5.11
763,12.7167,6.011,25.588,0.014,0.5921,0.18,-2.17,-0.16,5.644,-0.01037,-0.01272,4.0,4.0,-0.00429,0.0002,5.6,5.5,5.83,5.65
764,12.7333,6.018,25.602,0.014,0.5913,0.23,-2.07,-0.15,7.398,-0.01115,-0.01676,4.52,4.52,-0.00479,-9e-05,10.2,6.1,4.51,8.78
765,12.75,6.025,25.616,0.014,0.5918,0.2,-2.21,-0.19,5.944,-0.01048,-0.02117,4.63,4.63,-0.00514,0.00092,5.78,6.12,6.06,5.81
766,12.7667,6.032,25.629,0.014,0.592,0.16,-2.2,-0.18,5.499,-0.01115,-0.02191,4.88,4.88,-0.0055,0.00062,5.8,5.38,5.49,5.33
767,12.7833,6.039,25.643,0.015,0.5924,0.16,-2.17,-0.18,5.72,-0.01285,-0.02089,5.32,5.32,-0.00641,-0.00017,5.69,5.6,5.85,5.75
768,12.8,6.047,25.658,0.015,0.5916,0.23,-2.09,-0.16,5.793,-0.01486,-0.02374,6.12,6.12,-0.00737,-0.00122,6.96,6.11,4.09,6.02
769,12.8167,6.054,25.671,0.015,0.5928,0.21,-2.12,-0.16,5.135,-0.01374,-0.02321,5.75,5.75,-0.00686,-0.00061,4.97,4.76,5.23,5.58
770,12.8333,6.061,25.684,0.014,0.5953,0.2,-1.86,-0.08,5.47,-0.01042,-0.02048,4.56,4.56,-0.00548,0.00133,5.75,5.42,5.79,4.92
771,12.85,6.068,25.697,0.014,0.5968,0.21,-1.55,-0.09,5.526,-0.0106,-0.01746,4.4,4.4,-0.00541,0.00108,5.74,5.46,5.89,5.01
772,12.8667,6.076,25.712,0.014,0.5976,0.2,-1.27,-0.11,6.209,-0.01039,-0.01527,4.19,4.19,-0.00528,0.00115,8.16,5.34,5.87,5.47
773,12.8833,6.083,25.727,0.014,0.5992,0.13,-1.18,-0.1,5.949,-0.00784,-0.01003,3.05,3.05,-0.0038,0.00223,5.95,6.03,5.92,5.89
774,12.9,6.09,25.741,0.014,0.6001,0.11,-1.19,-0.12,6.014,-0.00813,-0.00397,2.72,2.72,-0.00371,0.00185,6.16,5.94,5.98,5.98
775,12.9167,6.097,25.755,0.015,0.6008,0.11,-1.17,-0.13,5.734,-0.00939,0.00213,2.67,2.67,-0.00445,0.00133,5.98,5.28,6.0,5.68
776,12.9333,6.104,25.77,0.014,0.6002,0.2,-1.07,-0.11,6.036,-0.01186,0.00381,3.29,3.29,-0.00509,-0.0005,5.85,6.58,5.73,5.98
777,12.95,6.112,25.784,0.014,0.6005,0.22,-1.17,-0.1,6.117,-0.00936,0.00444,2.5,2.5,-0.00338,0.00029,5.94,6.34,6.2,5.99
778,12.9667,6.119,25.796,0.014,0.6027,0.26,-1.51,-0.08,5.375,-0.0101,0.00442,2.72,2.72,-0.00348,-0.00035,6.2,5.18,5.21,4.91
779,12.9833,6.126,25.808,0.014,0.6054,0.21,-1.78,-0.09,6.014,-0.01057,0.00371,2.91,2.91,-0.00352,-0.00077,6.07,5.95,6.48,5.56
780,13.0,6.133,25.82,0.015,0.607,0.21,-2.01,-0.08,5.667,-0.01252,-0.00155,3.87,3.87,-0.00451,-0.00175,6.03,5.12,6.04,5.47
781,13.0167,6.141,25.832,0.014,0.6084,0.19,-2.15,-0.08,5.785,-0.01129,-0.00462,3.71,3.71,-0.00402,-0.001,5.78,6.08,5.86,5.42
782,13.0333,6.148,25.845,0.014,0.6087,0.12,-2.32,-0.08,5.893,-0.00891,-0.00357,2.92,2.92,-0.00287,0.00023,5.77,6.09,5.97,5.74
783,13.05,6.155,25.858,0.015,0.609,0.07,-2.33,-0.08,5.323,-0.00968,-0.0009,2.97,2.97,-0.00321,-0.00021,4.96,5.26,6.07,4.99
784,13.0667,6.162,25.873,0.015,0.6086,0.18,-2.18,-0.06,6.636,-0.0137,-0.00525,4.48,4.48,-0.00491,-0.00251,8.65,6.37,4.76,6.77
