f,t,cmd_vel,x,y,z,roll,pitch,yaw,wheel_mean,e,edot_f,tau_pd_raw,tau,qL,qR,wvFL,wvRL,wvFR,wvRR
0,0.0,0.5,19.967,-0.0,0.4468,0.06,-1.15,-0.0,-0.033,0.0,0.0,-0.0,0.0,0.0,0.0,-0.03,-0.03,-0.04,-0.02
1,0.0167,0.514,19.968,-0.001,0.4468,0.07,-1.15,-0.0,0.208,0.0,0.0,-0.0,0.0,0.0,0.0,0.15,0.24,0.33,0.11
2,0.0333,0.528,19.968,-0.001,0.4468,0.09,-1.16,-0.0,0.276,0.0,0.0,-0.0,0.0,0.0,0.0,0.29,0.31,0.21,0.29
3,0.05,0.542,19.969,-0.001,0.447,0.09,-1.15,-0.0,0.399,0.0,0.0,-0.0,0.0,0.0,0.0,0.44,0.41,0.4,0.35
4,0.0667,0.556,19.97,-0.001,0.4471,0.09,-1.15,-0.0,0.489,0.0,0.0,-0.0,0.0,0.0,0.0,0.38,0.5,0.44,0.63
5,0.0833,0.569,19.971,-0.001,0.4473,0.09,-1.15,-0.0,0.454,0.0,0.0,-0.0,0.0,0.0,0.0,0.46,0.46,0.5,0.4
6,0.1,0.583,19.972,-0.001,0.4474,0.08,-1.15,-0.0,0.487,0.0,0.0,-0.0,0.0,0.0,0.0,0.46,0.51,0.53,0.45
7,0.1167,0.597,19.973,-0.001,0.4476,0.08,-1.15,-0.0,0.48,0.0,0.0,-0.0,0.0,0.0,0.0,0.49,0.45,0.51,0.46
8,0.1333,0.611,19.974,-0.001,0.4477,0.08,-1.15,-0.0,0.494,0.0,0.0,-0.0,0.0,0.0,0.0,0.5,0.49,0.49,0.5
9,0.15,0.625,19.975,-0.001,0.4478,0.08,-1.15,-0.0,0.563,0.0,0.0,-0.0,0.0,0.0,0.0,0.5,0.51,0.74,0.51
10,0.1667,0.639,19.976,-0.001,0.448,0.08,-1.15,-0.0,0.573,0.0,0.0,-0.0,0.0,0.0,0.0,0.64,0.51,0.62,0.53
11,0.1833,0.653,19.977,-0.001,0.4481,0.08,-1.15,-0.0,0.56,0.0,0.0,-0.0,0.0,0.0,0.0,0.52,0.46,0.71,0.55
12,0.2,0.667,19.978,-0.001,0.4483,0.07,-1.15,-0.0,0.593,0.0,0.0,-0.0,0.0,0.0,0.0,0.62,0.57,0.6,0.58
13,0.2167,0.681,19.98,-0.0,0.4484,0.07,-1.15,-0.0,0.641,0.0,0.0,-0.0,0.0,0.0,0.0,0.69,0.54,0.73,0.61
14,0.2333,0.694,19.981,-0.0,0.4485,0.07,-1.15,-0.0,0.584,0.0,0.0,-0.0,0.0,0.0,0.0,0.59,0.57,0.6,0.57
15,0.25,0.708,19.982,-0.0,0.4486,0.06,-1.15,-0.0,0.682,0.0,0.0,-0.0,0.0,0.0,0.0,0.6,0.91,0.6,0.61
16,0.2667,0.722,19.984,-0.0,0.4487,0.06,-1.15,-0.0,0.648,0.0,0.0,-0.0,0.0,0.0,0.0,0.65,0.63,0.67,0.65
17,0.2833,0.736,19.985,-0.0,0.4488,0.06,-1.15,-0.0,0.646,0.0,0.0,-0.0,0.0,0.0,0.0,0.66,0.64,0.63,0.66
18,0.3,0.75,19.987,-0.0,0.4489,0.05,-1.15,-0.0,0.713,0.0,0.0,-0.0,0.0,0.0,0.0,0.64,0.89,0.66,0.65
19,0.3167,0.764,19.988,-0.0,0.449,0.05,-1.15,-0.0,0.757,0.0,0.0,-0.0,0.0,0.0,0.0,0.69,0.94,0.74,0.67
20,0.3333,0.778,19.99,-0.0,0.449,0.05,-1.15,-0.0,0.775,0.0,0.0,-0.0,0.0,0.0,0.0,0.69,0.92,0.77,0.73
21,0.35,0.792,19.992,-0.0,0.4491,0.04,-1.15,-0.0,0.61,0.0,0.0,-0.0,0.0,0.0,0.0,0.76,0.75,0.75,0.18
22,0.3667,0.806,19.993,-0.0,0.4491,0.04,-1.15,-0.0,0.742,0.0,0.0,-0.0,0.0,0.0,0.0,0.72,0.7,0.79,0.76
23,0.3833,0.819,19.995,-0.0,0.4491,0.04,-1.15,-0.0,0.695,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.39,0.79,0.8
24,0.4,0.833,19.997,-0.0,0.449,0.03,-1.15,-0.0,0.798,0.0,0.0,-0.0,0.0,0.0,0.0,0.8,0.79,0.81,0.79
25,0.4167,0.847,19.999,-0.0,0.449,0.03,-1.15,-0.0,0.647,0.0,0.0,-0.0,0.0,0.0,0.0,0.78,0.18,0.82,0.81
26,0.4333,0.861,20.001,-0.0,0.449,0.03,-1.15,-0.0,0.718,0.0,0.0,-0.0,0.0,0.0,0.0,0.68,0.51,0.85,0.82
27,0.45,0.875,20.003,-0.0,0.4489,0.04,-1.15,-0.0,0.802,0.0,0.0,-0.0,0.0,0.0,0.0,0.83,0.73,0.83,0.82
28,0.4667,0.889,20.005,-0.0,0.4488,0.04,-1.16,-0.0,0.856,0.0,0.0,-0.0,0.0,0.0,0.0,0.88,0.82,0.86,0.86
29,0.4833,0.903,20.007,-0.0,0.4488,0.04,-1.14,-0.0,0.904,0.0,0.0,-0.0,0.0,0.0,0.0,0.97,0.98,0.83,0.83
30,0.5,0.917,20.009,-0.0,0.4488,0.02,-1.14,-0.0,0.858,0.0,0.0,-0.0,0.0,0.0,0.0,0.87,0.87,0.83,0.86
31,0.5167,0.931,20.011,0.0,0.4488,-0.0,-1.14,-0.0,0.863,0.0,0.0,-0.0,0.0,0.0,0.0,0.85,0.85,0.88,0.87
32,0.5333,0.944,20.013,0.0,0.4487,-0.03,-1.14,-0.0,0.919,0.0,0.0,-0.0,0.0,0.0,0.0,0.88,0.89,1.0,0.91
33,0.55,0.958,20.016,0.0,0.4486,-0.05,-1.13,-0.0,0.933,0.0,0.0,-0.0,0.0,0.0,0.0,0.9,1.0,0.91,0.91
34,0.5667,0.972,20.018,0.001,0.4485,-0.07,-1.13,-0.0,0.909,0.0,0.0,-0.0,0.0,0.0,0.0,0.98,0.94,0.78,0.93
35,0.5833,0.986,20.02,0.001,0.4483,-0.09,-1.13,-0.0,0.987,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.01,0.95,0.98
36,0.6,1.0,20.023,0.001,0.4481,-0.12,-1.13,-0.0,1.01,0.0,0.0,-0.0,0.0,0.0,0.0,1.04,0.99,1.0,1.02
37,0.6167,1.014,20.025,0.001,0.4483,-0.1,-1.15,-0.0,0.89,0.0,0.0,-0.0,0.0,0.0,0.0,0.91,0.95,0.82,0.88
38,0.6333,1.028,20.027,0.0,0.4483,-0.03,-1.13,-0.0,0.984,0.0,0.0,-0.0,0.0,0.0,0.0,0.97,1.01,1.0,0.95
39,0.65,1.042,20.03,-0.0,0.4484,0.01,-1.12,-0.0,0.974,0.0,0.0,-0.0,0.0,0.0,0.0,0.97,0.95,0.99,0.98
40,0.6667,1.056,20.032,-0.0,0.4485,0.06,-1.13,-0.0,1.098,0.0,0.0,-0.0,0.0,0.0,0.0,1.12,1.11,1.07,1.08
41,0.6833,1.069,20.034,-0.0,0.4486,0.06,-1.15,-0.0,0.886,0.0,0.0,-0.0,0.0,0.0,0.0,0.92,0.89,0.88,0.85
42,0.7,1.083,20.036,-0.0,0.4488,0.06,-1.15,-0.0,0.963,0.0,0.0,-0.0,0.0,0.0,0.0,0.95,0.98,0.93,0.98
43,0.7167,1.097,20.039,-0.0,0.449,0.06,-1.15,-0.0,1.013,0.0,0.0,-0.0,0.0,0.0,0.0,0.98,1.04,1.07,0.96
44,0.7333,1.111,20.041,-0.0,0.4492,0.07,-1.15,-0.0,1.045,0.0,0.0,-0.0,0.0,0.0,0.0,1.05,1.04,1.09,1.01
45,0.75,1.125,20.043,-0.0,0.4494,0.07,-1.15,-0.0,1.044,0.0,0.0,-0.0,0.0,0.0,0.0,1.06,1.05,1.05,1.03
46,0.7667,1.139,20.046,-0.0,0.4495,0.07,-1.15,-0.0,1.054,0.0,0.0,-0.0,0.0,0.0,0.0,1.09,0.97,1.09,1.07
47,0.7833,1.153,20.048,-0.0,0.4495,0.07,-1.15,-0.0,1.024,0.0,0.0,-0.0,0.0,0.0,0.0,0.82,1.09,1.09,1.09
48,0.8,1.167,20.051,-0.0,0.4496,0.07,-1.15,-0.0,1.048,0.0,0.0,-0.0,0.0,0.0,0.0,0.88,1.07,1.13,1.1
49,0.8167,1.181,20.054,-0.0,0.4495,0.07,-1.15,-0.0,1.108,0.0,0.0,-0.0,0.0,0.0,0.0,1.07,1.03,1.2,1.12
50,0.8333,1.194,20.056,-0.0,0.4494,0.07,-1.15,-0.0,1.073,0.0,0.0,-0.0,0.0,0.0,0.0,0.85,1.16,1.19,1.1
51,0.85,1.208,20.059,-0.0,0.4493,0.07,-1.16,-0.0,1.198,0.0,0.0,-0.0,0.0,0.0,0.0,1.18,1.23,1.24,1.14
52,0.8667,1.222,20.062,-0.0,0.4492,0.06,-1.16,-0.0,1.243,0.0,0.0,-0.0,0.0,0.0,0.0,1.41,1.22,1.16,1.18
53,0.8833,1.236,20.065,-0.0,0.4489,0.06,-1.16,-0.0,1.255,0.0,0.0,-0.0,0.0,0.0,0.0,1.27,1.2,1.31,1.24
54,0.9,1.25,20.068,-0.0,0.4487,0.05,-1.16,0.0,1.163,0.0,0.0,-0.0,0.0,0.0,0.0,1.21,1.14,1.14,1.16
55,0.9167,1.264,20.071,-0.0,0.4483,0.05,-1.15,0.0,1.293,0.0,0.0,-0.0,0.0,0.0,0.0,1.3,1.29,1.29,1.29
56,0.9333,1.278,20.074,-0.0,0.4478,0.04,-1.16,0.0,1.324,0.0,0.0,-0.0,0.0,0.0,0.0,1.32,1.33,1.31,1.33
57,0.95,1.292,20.078,-0.0,0.4473,0.03,-1.16,0.0,1.338,0.0,0.0,-0.0,0.0,0.0,0.0,1.38,1.45,1.18,1.34
58,0.9667,1.306,20.081,-0.001,0.4472,0.12,-1.15,0.0,1.288,0.0,0.0,-0.0,0.0,0.0,0.0,1.36,1.24,1.25,1.3
59,0.9833,1.319,20.083,-0.001,0.4476,0.13,-1.16,0.0,1.159,0.0,0.0,-0.0,0.0,0.0,0.0,1.21,1.15,1.13,1.15
60,1.0,1.333,20.086,-0.001,0.448,0.12,-1.15,0.0,1.211,0.0,0.0,-0.0,0.0,0.0,0.0,1.29,1.2,1.17,1.19
61,1.0167,1.347,20.089,-0.001,0.4484,0.12,-1.15,0.0,1.206,0.0,0.0,-0.0,0.0,0.0,0.0,1.25,1.23,1.22,1.13
62,1.0333,1.361,20.092,-0.001,0.4487,0.11,-1.15,0.0,1.232,0.0,0.0,-0.0,0.0,0.0,0.0,1.26,1.23,1.21,1.22
63,1.05,1.375,20.095,-0.001,0.449,0.1,-1.15,0.0,1.402,0.0,0.0,-0.0,0.0,0.0,0.0,1.27,1.49,1.61,1.24
64,1.0667,1.389,20.098,-0.0,0.4492,0.1,-1.15,0.0,1.254,0.0,0.0,-0.0,0.0,0.0,0.0,1.25,1.22,1.31,1.23
65,1.0833,1.403,20.101,-0.0,0.4494,0.09,-1.15,0.0,1.213,0.0,0.0,-0.0,0.0,0.0,0.0,1.07,1.28,1.23,1.26
66,1.1,1.417,20.104,-0.0,0.4495,0.08,-1.15,0.0,1.347,0.0,0.0,-0.0,0.0,0.0,0.0,1.3,1.45,1.33,1.3
67,1.1167,1.431,20.107,-0.0,0.4495,0.07,-1.15,0.0,1.321,0.0,0.0,-0.0,0.0,0.0,0.0,1.2,1.39,1.41,1.29
68,1.1333,1.444,20.11,-0.0,0.4495,0.07,-1.15,0.0,1.328,0.0,0.0,-0.0,0.0,0.0,0.0,1.37,1.26,1.37,1.3
69,1.15,1.458,20.113,-0.0,0.4494,0.06,-1.15,0.0,1.241,0.0,0.0,-0.0,0.0,0.0,0.0,1.3,1.34,1.44,0.87
70,1.1667,1.472,20.116,-0.0,0.4492,0.06,-1.16,0.0,1.407,0.0,0.0,-0.0,0.0,0.0,0.0,1.37,1.43,1.43,1.39
71,1.1833,1.486,20.12,-0.0,0.449,0.06,-1.16,0.0,1.615,0.0,0.0,-0.0,0.0,0.0,0.0,1.79,1.76,1.48,1.43
72,1.2,1.5,20.123,-0.0,0.4487,0.06,-1.16,0.0,1.473,0.0,0.0,-0.0,0.0,0.0,0.0,1.43,1.51,1.48,1.47
73,1.2167,1.514,20.127,-0.0,0.4483,0.06,-1.16,0.0,1.564,0.0,0.0,-0.0,0.0,0.0,0.0,1.52,1.76,1.45,1.52
74,1.2333,1.528,20.131,-0.0,0.4478,0.06,-1.16,0.0,1.57,0.0,0.0,-0.0,0.0,0.0,0.0,1.5,1.58,1.63,1.56
75,1.25,1.542,20.135,-0.0,0.4471,0.06,-1.16,0.0,1.586,0.0,0.0,-0.0,0.0,0.0,0.0,1.59,1.54,1.64,1.58
76,1.2667,1.556,20.138,-0.0,0.4475,0.05,-1.14,0.0,1.402,0.0,0.0,-0.0,0.0,0.0,0.0,1.35,1.52,1.41,1.33
77,1.2833,1.569,20.142,-0.0,0.448,0.05,-1.14,0.0,1.488,0.0,0.0,-0.0,0.0,0.0,0.0,1.52,1.44,1.42,1.56
78,1.3,1.583,20.145,-0.0,0.4485,0.07,-1.15,0.0,1.462,0.0,0.0,-0.0,0.0,0.0,0.0,1.47,1.46,1.43,1.49
79,1.3167,1.597,20.148,-0.0,0.4488,0.07,-1.15,0.0,1.453,0.0,0.0,-0.0,0.0,0.0,0.0,1.47,1.46,1.43,1.46
80,1.3333,1.611,20.152,-0.0,0.4491,0.07,-1.15,0.0,1.46,0.0,0.0,-0.0,0.0,0.0,0.0,1.47,1.47,1.46,1.45
81,1.35,1.625,20.155,-0.0,0.4494,0.07,-1.15,0.0,1.59,0.0,0.0,-0.0,0.0,0.0,0.0,1.5,1.9,1.52,1.44
82,1.3667,1.639,20.159,-0.0,0.4495,0.07,-1.15,0.0,1.526,0.0,0.0,-0.0,0.0,0.0,0.0,1.53,1.52,1.58,1.48
83,1.3833,1.653,20.162,-0.0,0.4496,0.07,-1.15,0.0,1.556,0.0,0.0,-0.0,0.0,0.0,0.0,1.52,1.58,1.61,1.51
84,1.4,1.667,20.166,-0.0,0.4495,0.07,-1.15,0.0,1.41,0.0,0.0,-0.0,0.0,0.0,0.0,1.61,1.44,1.59,0.99
85,1.4167,1.681,20.17,-0.0,0.4494,0.07,-1.16,-0.0,1.577,0.0,0.0,-0.0,0.0,0.0,0.0,1.63,1.49,1.62,1.57
86,1.4333,1.694,20.174,-0.0,0.4492,0.05,-1.16,0.0,1.733,0.0,0.0,-0.0,0.0,0.0,0.0,1.6,2.04,1.75,1.55
87,1.45,1.708,20.178,0.0,0.4489,0.04,-1.16,0.0,1.698,0.0,0.0,-0.0,0.0,0.0,0.0,1.68,1.69,1.71,1.72
88,1.4667,1.722,20.182,0.0,0.4484,0.03,-1.16,-0.0,1.693,0.0,0.0,-0.0,0.0,0.0,0.0,1.7,1.71,1.66,1.71
89,1.4833,1.736,20.186,0.0,0.4479,0.03,-1.16,0.0,1.638,0.0,0.0,-0.0,0.0,0.0,0.0,1.67,1.97,1.37,1.54
90,1.5,1.75,20.19,-0.001,0.4481,0.16,-1.1,0.0,1.116,0.0,0.0,-0.0,0.0,0.0,0.0,1.27,1.48,0.75,0.96
91,1.5167,1.764,20.194,-0.001,0.4488,0.15,-1.05,0.0,1.592,0.0,0.0,-0.0,0.0,0.0,0.0,1.44,1.51,1.74,1.68
92,1.5333,1.778,20.198,-0.001,0.4495,0.13,-1.02,0.0,1.546,0.0,0.0,-0.0,0.0,0.0,0.0,1.45,1.52,1.77,1.45
93,1.55,1.792,20.201,-0.001,0.4501,0.13,-0.97,0.0,1.594,0.0,0.0,-0.0,0.0,0.0,0.0,1.46,1.57,1.83,1.53
94,1.5667,1.806,20.205,-0.001,0.4507,0.13,-0.93,0.0,1.623,0.0,0.0,-0.0,0.0,0.0,0.0,1.61,1.64,1.61,1.64
95,1.5833,1.819,20.209,-0.001,0.4513,0.13,-0.89,0.0,1.668,0.0,0.0,-0.0,0.0,0.0,0.0,1.68,1.65,1.65,1.69
96,1.6,1.833,20.213,-0.001,0.4517,0.13,-0.86,0.0,1.731,0.0,0.0,-0.0,0.0,0.0,0.0,1.87,1.7,1.68,1.68
97,1.6167,1.847,20.218,-0.001,0.4521,0.13,-0.82,0.0,1.721,0.0,0.0,-0.0,0.0,0.0,0.0,1.79,1.72,1.72,1.65
98,1.6333,1.861,20.222,-0.001,0.4523,0.13,-0.78,0.01,1.753,0.0,0.0,-0.0,0.0,0.0,0.0,1.82,1.74,1.73,1.73
99,1.65,1.875,20.227,-0.001,0.4524,0.13,-0.74,0.01,1.868,0.0,0.0,-0.0,0.0,0.0,0.0,2.04,1.8,1.77,1.86
100,1.6667,1.889,20.231,-0.001,0.4524,0.13,-0.7,0.01,1.824,0.0,0.0,-0.0,0.0,0.0,0.0,1.84,1.85,1.8,1.8
101,1.6833,1.903,20.236,-0.001,0.4523,0.13,-0.66,0.01,1.804,0.0,0.0,-0.0,0.0,0.0,0.0,1.69,1.87,1.83,1.83
102,1.7,1.917,20.241,-0.001,0.452,0.14,-0.62,0.01,1.962,0.0,0.0,-0.0,0.0,0.0,0.0,1.98,1.9,2.01,1.95
103,1.7167,1.931,20.245,-0.001,0.452,0.2,-0.59,0.0,2.063,0.0,0.0,-0.0,0.0,0.0,0.0,2.06,1.95,2.08,2.16
104,1.7333,1.944,20.25,-0.001,0.4526,0.19,-0.6,0.0,1.834,0.0,0.0,-0.0,0.0,0.0,0.0,1.96,1.61,1.85,1.91
105,1.75,1.958,20.254,-0.001,0.4531,0.18,-0.62,0.0,1.876,0.0,0.0,-0.0,0.0,0.0,0.0,1.93,1.82,1.81,1.95
106,1.7667,1.972,20.258,-0.001,0.4534,0.17,-0.62,0.0,1.794,0.0,0.0,-0.0,0.0,0.0,0.0,1.94,1.69,1.75,1.79
107,1.7833,1.986,20.263,-0.001,0.4536,0.12,-0.61,0.0,1.899,0.0,0.0,-0.0,0.0,0.0,0.0,1.91,1.86,1.84,1.99
108,1.8,2.0,20.267,-0.0,0.4537,0.1,-0.6,0.0,1.949,0.0,0.0,-0.0,0.0,0.0,0.0,1.98,1.92,1.91,2.0
109,1.8167,2.014,20.272,-0.0,0.4537,0.07,-0.6,0.0,1.835,0.0,0.0,-0.0,0.0,0.0,0.0,1.72,1.93,1.9,1.78
110,1.8333,2.028,20.277,-0.0,0.4538,0.07,-0.6,0.0,2.01,0.0,0.0,-0.0,0.0,0.0,0.0,1.87,2.01,2.22,1.94
111,1.85,2.042,20.281,-0.0,0.4537,0.07,-0.6,0.0,1.985,0.0,0.0,-0.0,0.0,0.0,0.0,1.98,1.99,2.03,1.95
112,1.8667,2.056,20.286,-0.0,0.4535,0.07,-0.6,0.0,2.091,0.0,0.0,-0.0,0.0,0.0,0.0,2.16,1.91,2.32,1.96
113,1.8833,2.069,20.291,-0.0,0.4532,0.08,-0.58,-0.0,2.022,0.0,0.0,-0.0,0.0,0.0,0.0,1.98,2.05,2.04,2.02
114,1.9,2.083,20.296,-0.0,0.4527,0.09,-0.57,-0.0,2.252,0.0,0.0,-0.0,0.0,0.0,0.0,2.07,2.15,2.18,2.61
115,1.9167,2.097,20.301,-0.0,0.4521,0.11,-0.56,-0.0,2.209,0.0,0.0,-0.0,0.0,0.0,0.0,2.46,2.05,2.13,2.2
116,1.9333,2.111,20.305,-0.001,0.4523,0.18,-0.62,-0.0,2.129,0.0,0.0,-0.0,0.0,0.0,0.0,2.21,2.2,2.3,1.8
117,1.95,2.125,20.309,-0.001,0.4533,0.16,-0.66,-0.0,1.978,0.0,0.0,-0.0,0.0,0.0,0.0,2.09,1.79,1.93,2.1
118,1.9667,2.139,20.313,-0.001,0.4541,0.15,-0.73,-0.0,2.017,0.0,0.0,-0.0,0.0,0.0,0.0,2.05,1.87,2.02,2.12
119,1.9833,2.153,20.317,-0.001,0.4548,0.14,-0.79,-0.0,1.942,0.0,0.0,-0.0,0.0,0.0,0.0,2.03,1.85,1.97,1.92
120,2.0,2.167,20.321,-0.0,0.4554,0.11,-0.84,-0.01,2.076,0.0,0.0,-0.0,0.0,0.0,0.0,2.06,2.02,2.07,2.14
121,2.0167,2.181,20.326,-0.0,0.456,0.08,-0.9,-0.01,2.136,0.0,0.0,-0.0,0.0,0.0,0.0,2.13,2.18,2.19,2.05
122,2.0333,2.194,20.33,-0.0,0.4565,0.07,-0.96,-0.01,1.901,0.0,0.0,-0.0,0.0,0.0,0.0,2.09,1.84,2.0,1.67
123,2.05,2.208,20.335,-0.0,0.4569,0.07,-1.01,-0.01,2.048,0.0,0.0,-0.0,0.0,0.0,0.0,2.08,1.98,2.07,2.06
124,2.0667,2.222,20.339,-0.0,0.4571,0.08,-1.06,-0.01,1.955,0.0,0.0,-0.0,0.0,0.0,0.0,2.13,1.95,2.18,1.56
125,2.0833,2.236,20.344,-0.0,0.4571,0.08,-1.11,-0.01,2.161,0.0,0.0,-0.0,0.0,0.0,0.0,2.16,2.23,2.12,2.13
126,2.1,2.25,20.349,-0.0,0.457,0.08,-1.16,-0.01,2.24,0.0,0.0,-0.0,0.0,0.0,0.0,2.21,2.27,2.24,2.23
127,2.1167,2.264,20.354,-0.0,0.4567,0.08,-1.21,-0.01,2.365,0.0,0.0,-0.0,0.0,0.0,0.0,2.25,2.7,2.25,2.27
128,2.1333,2.278,20.359,0.0,0.4566,0.06,-1.29,-0.01,1.774,0.0,0.0,-0.0,0.0,0.0,0.0,1.81,1.57,1.72,2.0
129,2.15,2.292,20.363,0.0,0.4572,0.05,-1.26,-0.01,2.194,0.0,0.0,-0.0,0.0,0.0,0.0,2.65,1.99,1.89,2.24
130,2.1667,2.306,20.368,0.0,0.4579,0.06,-1.26,-0.01,2.272,0.0,0.0,-0.0,0.0,0.0,0.0,2.83,2.03,2.05,2.18
131,2.1833,2.319,20.373,0.0,0.4584,0.07,-1.26,-0.01,2.198,0.0,0.0,-0.0,0.0,0.0,0.0,2.21,2.17,2.26,2.15
132,2.2,2.333,20.378,-0.0,0.4587,0.07,-1.26,-0.01,2.32,0.0,0.0,-0.0,0.0,0.0,0.0,2.14,2.65,2.29,2.2
133,2.2167,2.347,20.384,-0.0,0.4589,0.08,-1.26,-0.01,2.276,0.0,0.0,-0.0,0.0,0.0,0.0,2.29,2.18,2.36,2.27
134,2.2333,2.361,20.389,-0.0,0.4588,0.09,-1.26,-0.01,2.292,0.0,0.0,-0.0,0.0,0.0,0.0,2.29,2.3,2.3,2.28
135,2.25,2.375,20.395,-0.0,0.4586,0.09,-1.26,-0.01,2.349,0.0,0.0,-0.0,0.0,0.0,0.0,2.38,2.27,2.43,2.31
136,2.2667,2.389,20.4,0.0,0.4582,0.08,-1.27,-0.02,2.634,0.0,0.0,-0.0,0.0,0.0,0.0,3.19,2.82,2.14,2.39
137,2.2833,2.403,20.406,0.0,0.4576,0.07,-1.27,-0.02,2.316,0.0,0.0,-0.0,0.0,0.0,0.0,2.39,2.13,2.35,2.4
138,2.3,2.417,20.412,0.0,0.4567,0.06,-1.27,-0.02,2.395,0.0,0.0,-0.0,0.0,0.0,0.0,2.36,2.42,2.42,2.38
139,2.3167,2.431,20.417,-0.0,0.4566,0.11,-1.27,-0.02,2.193,0.0,0.0,-0.0,0.0,0.0,0.0,2.23,2.16,2.24,2.14
140,2.3333,2.444,20.422,-0.0,0.4573,0.11,-1.27,-0.02,2.262,0.0,0.0,-0.0,0.0,0.0,0.0,2.41,2.19,2.21,2.23
141,2.35,2.458,20.428,-0.0,0.4578,0.1,-1.26,-0.02,2.241,0.0,0.0,-0.0,0.0,0.0,0.0,2.38,2.34,2.31,1.94
142,2.3667,2.472,20.433,-0.0,0.4582,0.09,-1.26,-0.01,2.234,0.0,0.0,-0.0,0.0,0.0,0.0,2.17,2.3,2.26,2.22
143,2.3833,2.486,20.439,-0.0,0.4585,0.1,-1.26,-0.02,2.432,0.0,0.0,-0.0,0.0,0.0,0.0,2.41,2.52,2.39,2.42
144,2.4,2.5,20.445,-0.0,0.4586,0.1,-1.26,-0.01,2.358,0.0,0.0,-0.0,0.0,0.0,0.0,2.44,2.23,2.49,2.28
145,2.4167,2.514,20.451,-0.0,0.4584,0.1,-1.26,-0.01,2.431,0.0,0.0,-0.0,0.0,0.0,0.0,2.47,2.29,2.51,2.46
146,2.4333,2.528,20.457,0.0,0.4584,0.07,-1.25,-0.01,2.474,0.0,0.0,-0.0,0.0,0.0,0.0,2.42,2.5,2.53,2.45
147,2.45,2.542,20.463,0.001,0.4582,0.01,-1.24,-0.01,2.612,0.0,0.0,-0.0,0.0,0.0,0.0,2.71,2.77,2.49,2.47
148,2.4667,2.556,20.469,0.001,0.4578,-0.06,-1.24,-0.01,2.539,0.0,0.0,-0.0,0.0,0.0,0.0,2.55,2.54,2.53,2.53
149,2.4833,2.569,20.475,0.001,0.4578,-0.03,-1.26,-0.01,2.274,0.0,0.0,-0.0,0.0,0.0,0.0,2.16,2.35,2.31,2.28
150,2.5,2.583,20.48,0.0,0.4579,0.07,-1.27,-0.01,2.343,0.0,0.0,-0.0,0.0,0.0,0.0,2.25,2.4,2.29,2.43
151,2.5167,2.597,20.486,0.0,0.4585,0.08,-1.25,-0.01,2.536,0.0,0.0,-0.0,0.0,0.0,0.0,2.38,2.31,3.07,2.38
152,2.5333,2.611,20.492,0.0,0.4588,0.08,-1.26,-0.01,2.222,0.0,0.0,-0.0,0.0,0.0,0.0,2.53,1.4,2.47,2.49
153,2.55,2.625,20.498,0.0,0.4589,0.08,-1.26,-0.01,2.785,0.0,0.0,-0.0,0.0,0.0,0.0,4.19,1.59,2.81,2.55
154,2.5667,2.639,20.504,0.0,0.4588,0.09,-1.27,-0.01,2.632,0.0,0.0,-0.0,0.0,0.0,0.0,2.82,2.49,2.55,2.67
155,2.5833,2.653,20.511,0.0,0.4584,0.08,-1.26,-0.01,2.612,0.0,0.0,-0.0,0.0,0.0,0.0,2.54,2.63,2.67,2.6
156,2.6,2.667,20.517,0.0,0.4578,0.06,-1.27,-0.01,2.592,0.0,0.0,-0.0,0.0,0.0,0.0,2.71,2.31,2.68,2.67
157,2.6167,2.681,20.523,0.0,0.4568,0.05,-1.27,-0.02,2.628,0.0,0.0,-0.0,0.0,0.0,0.0,2.65,2.75,2.65,2.46
158,2.6333,2.694,20.529,-0.0,0.457,0.13,-1.27,-0.01,2.337,0.0,0.0,-0.0,0.0,0.0,0.0,2.32,2.38,2.35,2.3
159,2.65,2.708,20.535,-0.0,0.4578,0.11,-1.26,-0.01,2.426,0.0,0.0,-0.0,0.0,0.0,0.0,2.69,2.42,2.41,2.19
160,2.6667,2.722,20.541,0.0,0.4584,0.11,-1.26,-0.01,2.555,0.0,0.0,-0.0,0.0,0.0,0.0,2.55,2.56,2.55,2.56
161,2.6833,2.736,20.548,0.0,0.4588,0.1,-1.26,-0.01,3.043,0.0,0.0,-0.0,0.0,0.0,0.0,3.94,2.67,3.01,2.54
162,2.7,2.75,20.554,0.0,0.4589,0.08,-1.26,-0.02,2.659,0.0,0.0,-0.0,0.0,0.0,0.0,2.66,2.62,2.75,2.6
163,2.7167,2.764,20.56,0.0,0.4587,0.07,-1.26,-0.02,2.232,0.0,0.0,-0.0,0.0,0.0,0.0,1.6,1.89,2.84,2.6
164,2.7333,2.778,20.567,0.0,0.4583,0.07,-1.27,-0.02,2.727,0.0,0.0,-0.0,0.0,0.0,0.0,2.74,2.73,2.76,2.68
165,2.75,2.792,20.573,0.0,0.4577,0.07,-1.27,-0.02,2.703,0.0,0.0,-0.0,0.0,0.0,0.0,2.82,2.41,2.79,2.79
166,2.7667,2.806,20.58,0.0,0.4567,0.07,-1.28,-0.02,2.839,0.0,0.0,-0.0,0.0,0.0,0.0,2.83,2.84,2.84,2.85
